Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
IRON_COOL_0030,7.94,393.56,66.71,2681.39,3680.0
IRON_COOL_0031,8.07,290.74,97.64,3876.65,2076.08
IRON_COOL_0032,8.08,382.7,124.99,3487.3,2911.0
IRON_COOL_0033,7.64,379.42,108.94,3162.98,2354.44
IRON_COOL_0034,7.86,500.11,96.08,3213.28,4590.38
IRON_COOL_0035,8.92,278.56,53.69,3134.02,2899.2
IRON_COOL_0036,7.84,552.55,105.54,3795.9,2910.29
IRON_COOL_0037,8.55,532.78,139.65,3643.17,2345.73
IRON_COOL_0038,8.19,243.74,118.13,2157.56,3344.57
IRON_COOL_0039,8.5,446.79,52.02,3079.05,2997.74
IRON_COOL_0040,8.41,540.87,128.44,1921.91,2180.56
IRON_COOL_0041,7.65,293.86,147.83,3495.72,4247.61
IRON_COOL_0042,7.66,541.07,54.36,3291.26,4767.22
IRON_COOL_0043,7.76,304.15,83.36,2966.2,4977.57
IRON_COOL_0044,8.23,500.01,118.74,2181.07,3026.24
IRON_COOL_0045,8.99,543.5,133.47,3698.69,3965.27
IRON_COOL_0046,7.78,580.73,130.82,3347.59,3760.84
IRON_COOL_0047,8.42,435.33,116.28,3507.37,3657.11
IRON_COOL_0048,8.06,483.71,67.43,1579.03,4474.82
IRON_COOL_0049,8.57,487.26,82.13,2153.55,3082.17
IRON_COOL_0050,9.0,241.67,54.52,3723.38,4336.27
IRON_COOL_0051,8.33,340.76,84.15,2288.68,3952.11
IRON_COOL_0052,8.46,356.49,86.64,1885.57,4451.3
IRON_COOL_0053,8.37,400.77,86.0,2280.61,3662.31
IRON_COOL_0054,8.84,526.73,136.23,1576.73,3560.51
IRON_COOL_0055,7.69,274.55,134.45,2216.29,3058.03
IRON_COOL_0056,8.14,289.43,58.72,2308.42,3017.22
IRON_COOL_0057,8.45,436.37,128.84,3318.4,3745.17
IRON_COOL_0058,7.82,270.86,88.29,3158.17,3323.7
IRON_COOL_0059,8.26,516.88,60.35,2068.11,3947.32
IRON_COOL_0060,7.78,287.28,75.22,2413.73,2919.32
IRON_COOL_0061,8.1,595.3,148.28,2937.85,3040.58
IRON_COOL_0062,8.29,214.55,65.04,2306.65,3983.86
IRON_COOL_0063,7.78,466.67,61.11,2098.38,4997.05
IRON_COOL_0064,8.73,348.11,62.38,3773.9,2364.33
IRON_COOL_0065,8.87,339.48,96.04,3778.54,2683.44
IRON_COOL_0066,7.81,535.71,147.22,3102.27,2143.46
IRON_COOL_0067,8.64,260.31,124.97,2746.43,4659.13
IRON_COOL_0068,8.96,578.57,107.52,3893.99,3458.79
IRON_COOL_0069,8.01,444.67,79.48,2876.67,2700.19
IRON_COOL_0070,8.38,497.3,146.36,2364.14,2220.92
IRON_COOL_0071,8.83,201.54,92.51,3462.83,3818.69
IRON_COOL_0072,7.6,309.43,138.7,2107.75,4252.91
IRON_COOL_0073,8.39,269.83,71.0,3237.46,4534.23
IRON_COOL_0074,8.95,204.15,70.46,1724.58,4709.31
IRON_COOL_0075,8.36,242.0,94.82,2929.17,2865.65
IRON_COOL_0076,8.92,508.49,83.43,3249.91,3409.9
IRON_COOL_0077,8.6,393.55,102.44,2438.6,4859.17
IRON_COOL_0078,8.45,328.92,63.41,3385.54,3523.49
IRON_COOL_0079,8.58,239.78,132.71,3692.16,3217.44
IRON_COOL_0080,8.56,547.42,147.34,2482.6,3140.74
IRON_COOL_0081,7.96,472.28,115.65,3511.55,2096.45
IRON_COOL_0082,7.84,303.66,138.12,1663.41,2420.97
IRON_COOL_0083,7.98,252.42,105.08,3037.04,3678.83
IRON_COOL_0084,8.21,264.43,96.52,2029.45,2306.28
IRON_COOL_0085,7.71,434.36,82.95,1686.99,4073.43
IRON_COOL_0086,7.79,488.97,143.51,2121.13,2233.33
IRON_COOL_0087,8.36,271.73,139.49,1902.11,4817.54
IRON_COOL_0088,8.67,508.3,84.47,2371.88,4030.91
IRON_COOL_0089,7.66,247.15,105.23,2180.37,4934.43
IRON_COOL_0090,8.44,483.56,63.87,3860.81,3196.48
IRON_COOL_0091,7.5,377.28,109.18,2582.29,2765.33
IRON_COOL_0092,8.18,477.82,94.33,2126.55,4274.56
IRON_COOL_0093,8.42,545.46,118.09,2002.8,3365.89
IRON_COOL_0094,7.75,292.52,62.7,2582.53,3632.17
IRON_COOL_0095,8.19,312.49,88.78,1748.63,2078.43
IRON_COOL_0096,7.51,555.7,94.54,3789.4,4182.08
IRON_COOL_0097,7.9,551.53,89.43,2587.48,2386.34
IRON_COOL_0098,8.48,477.72,82.36,3979.59,3236.82
IRON_COOL_0099,7.69,583.31,73.22,3712.12,3927.77
IRON_COOL_0100,8.4,441.87,69.25,1770.35,3557.96
IRON_COOL_0101,8.83,421.99,144.43,2694.77,2763.58
IRON_COOL_0102,7.84,413.57,88.32,2769.64,4141.57
IRON_COOL_0103,7.58,416.55,54.52,3224.33,3988.77
IRON_COOL_0104,7.63,353.47,58.07,3868.55,2113.7
IRON_COOL_0105,8.98,554.64,103.53,2893.54,3296.54
IRON_COOL_0106,8.16,243.13,57.04,2705.24,4916.65
IRON_COOL_0107,7.56,516.22,75.02,3915.06,3507.63
IRON_COOL_0108,8.45,578.97,139.59,1879.95,4349.42
IRON_COOL_0109,7.99,355.04,146.55,1978.74,2218.51
IRON_COOL_0110,7.71,261.62,141.3,2758.33,3096.5
IRON_COOL_0111,8.42,353.93,95.99,3898.65,4595.49
IRON_COOL_0112,7.99,456.87,116.99,2235.64,4814.01
IRON_COOL_0113,7.88,425.1,136.12,3166.88,4924.99
IRON_COOL_0114,8.08,240.63,97.99,2186.35,3429.01
IRON_COOL_0115,8.1,465.05,71.02,2084.96,4460.48
IRON_COOL_0116,8.13,241.9,57.42,3924.24,4542.34
IRON_COOL_0117,8.53,499.27,73.61,2237.75,2784.72
IRON_COOL_0118,7.98,409.99,129.45,2250.75,2189.2
IRON_COOL_0119,8.73,335.66,69.95,3266.72,3933.2
IRON_COOL_0120,8.52,314.33,92.62,3079.61,3243.51
IRON_COOL_0121,8.5,240.4,100.76,3365.15,3062.55
IRON_COOL_0122,8.76,237.64,84.22,1632.75,2424.21
IRON_COOL_0123,8.39,342.77,135.29,3835.51,4068.41
IRON_COOL_0124,8.36,541.57,50.35,2294.66,3546.8
IRON_COOL_0125,8.33,304.16,73.27,3196.95,4084.17
IRON_COOL_0126,8.35,386.2,141.19,1749.99,3666.35
IRON_COOL_0127,8.38,313.78,78.04,1929.15,3125.21
IRON_COOL_0128,7.7,214.4,65.24,3025.07,2821.08
IRON_COOL_0129,7.64,342.53,62.22,1626.96,2779.82
IRON_COOL_0130,7.96,235.73,144.91,3056.17,4829.73
IRON_COOL_0131,7.79,566.41,71.28,3900.79,4739.47
IRON_COOL_0132,8.78,507.72,130.07,3011.48,2375.22
IRON_COOL_0133,8.95,410.42,99.87,1969.83,3369.1
IRON_COOL_0134,7.54,217.57,117.14,2942.77,2558.06
IRON_COOL_0135,7.6,249.65,148.71,3870.74,4682.9
IRON_COOL_0136,8.47,492.6,97.92,3707.47,4549.89
IRON_COOL_0137,8.06,349.65,97.42,3890.56,2813.02
IRON_COOL_0138,8.72,302.51,118.43,2340.53,2034.95
IRON_COOL_0139,8.79,539.81,67.54,2808.66,4665.97
IRON_COOL_0140,7.63,258.3,67.84,2574.1,4974.18
IRON_COOL_0141,8.03,431.13,53.45,2206.22,3372.84
IRON_COOL_0142,8.19,595.67,137.79,3008.36,4624.75
IRON_COOL_0143,8.21,535.05,101.65,1807.21,4835.59
IRON_COOL_0144,8.17,436.82,145.86,1983.61,2911.38
IRON_COOL_0145,7.75,478.46,51.06,2292.94,3078.73
IRON_COOL_0146,8.7,390.78,85.37,1754.72,2730.72
IRON_COOL_0147,8.97,511.4,94.48,2766.84,4378.14
IRON_COOL_0148,7.93,321.71,70.52,2713.73,3032.11
IRON_COOL_0149,8.75,366.66,113.1,2906.09,2489.29
IRON_COOL_0150,8.27,468.65,99.24,3894.9,2621.71
IRON_COOL_0151,8.28,405.93,89.42,2042.62,4851.79
IRON_COOL_0152,8.57,595.05,119.8,1777.75,4625.31
IRON_COOL_0153,8.71,359.85,123.33,3732.02,2152.12
IRON_COOL_0154,8.87,265.96,71.26,3410.76,3380.39
IRON_COOL_0155,7.86,322.86,52.62,1790.12,2220.83
IRON_COOL_0156,8.79,454.31,65.92,2641.7,4987.99
IRON_COOL_0157,7.64,555.84,142.67,2530.07,2738.51
IRON_COOL_0158,8.51,252.5,99.97,2719.13,3639.82
IRON_COOL_0159,8.84,333.82,94.66,3504.48,2345.84
IRON_COOL_0160,8.36,263.92,108.42,2328.64,4553.09
IRON_COOL_0161,8.44,206.01,77.06,3877.09,3698.37
IRON_COOL_0162,7.94,394.13,104.93,1741.95,2375.28
IRON_COOL_0163,8.52,533.7,129.66,3856.01,4404.24
IRON_COOL_0164,8.27,495.64,128.73,3044.64,2359.23
IRON_COOL_0165,7.51,556.27,58.73,3989.44,3498.71
IRON_COOL_0166,8.03,521.07,127.03,2583.11,4724.78
IRON_COOL_0167,8.91,396.79,89.82,1526.01,2804.46
IRON_COOL_0168,8.76,597.22,127.88,3172.62,3081.59
IRON_COOL_0169,8.78,373.0,89.71,2748.35,2636.77
IRON_COOL_0170,8.16,302.88,87.44,2565.2,3579.13
IRON_COOL_0171,7.63,541.35,135.19,2147.82,3188.33
IRON_COOL_0172,8.15,345.16,133.69,2700.22,3525.59
IRON_COOL_0173,8.9,536.07,61.48,3857.52,3596.13
IRON_COOL_0174,7.74,208.54,124.88,3510.99,3343.08
IRON_COOL_0175,8.93,521.85,135.57,3166.49,4286.81
IRON_COOL_0176,8.17,231.54,86.5,3521.1,3637.83
IRON_COOL_0177,8.99,560.45,135.62,3957.03,3667.7
IRON_COOL_0178,8.12,414.61,139.56,3168.43,3417.45
IRON_COOL_0179,8.05,370.77,50.6,1528.07,3781.13
IRON_COOL_0180,7.99,316.28,55.89,2453.85,3173.05
IRON_COOL_0181,8.27,296.99,89.03,1518.74,4574.41
IRON_COOL_0182,7.93,446.94,129.22,3961.03,3699.79
IRON_COOL_0183,8.41,393.48,58.71,2167.5,4896.13
IRON_COOL_0184,8.11,395.03,119.46,3066.31,4867.36
IRON_COOL_0185,8.17,388.08,114.67,1714.03,2501.94
IRON_COOL_0186,8.86,520.56,105.45,2966.61,3169.89
IRON_COOL_0187,8.08,395.16,91.5,2084.9,4693.92
IRON_COOL_0188,7.77,464.35,72.29,2096.05,4627.31
IRON_COOL_0189,8.23,393.61,74.99,3065.45,4447.94
IRON_COOL_0190,8.39,487.35,99.38,2796.28,2744.2
IRON_COOL_0191,8.52,311.71,90.96,2148.24,4673.68
IRON_COOL_0192,7.82,423.51,106.85,3379.03,3339.03
IRON_COOL_0193,8.42,470.49,143.54,1670.9,3494.5
IRON_COOL_0194,8.72,512.42,100.14,1521.43,3174.9
IRON_COOL_0195,8.49,405.39,93.6,3063.15,3345.87
IRON_COOL_0196,8.99,575.88,100.65,3975.57,4756.99
IRON_COOL_0197,7.72,227.19,56.42,3745.45,3290.17
IRON_COOL_0198,8.07,364.48,137.96,1788.46,3484.47
IRON_COOL_0199,8.63,395.01,62.11,2870.32,3904.11
IRON_COOL_0200,7.69,540.57,102.27,3867.53,2649.01
IRON_COOL_0201,7.51,363.82,118.1,2038.68,3224.21
IRON_COOL_0202,7.95,374.35,94.76,3370.62,4017.9
IRON_COOL_0203,8.91,313.1,81.16,2690.84,3751.68
IRON_COOL_0204,8.7,339.82,50.6,3818.95,2631.42
IRON_COOL_0205,7.96,387.68,130.53,2365.5,2608.29
IRON_COOL_0206,8.0,468.62,62.75,3516.81,2507.4
IRON_COOL_0207,7.73,481.77,111.48,3529.35,3137.44
IRON_COOL_0208,7.8,493.0,91.02,2829.97,3280.73
IRON_COOL_0209,7.73,415.06,119.88,3150.22,4980.6
IRON_COOL_0210,8.58,559.11,130.57,3254.18,3570.32
IRON_COOL_0211,8.01,495.47,126.69,1911.84,3340.22
IRON_COOL_0212,8.94,597.24,116.32,1845.41,2530.29
IRON_COOL_0213,8.75,315.72,53.35,2687.76,2443.08
IRON_COOL_0214,8.84,236.89,117.76,3358.14,4721.33
IRON_COOL_0215,8.43,216.37,64.2,3583.15,2663.91
IRON_COOL_0216,8.95,426.0,81.95,2267.1,4726.29
IRON_COOL_0217,8.56,432.57,54.09,2056.72,4614.59
IRON_COOL_0218,8.29,232.07,80.43,3716.58,2640.08
IRON_COOL_0219,8.22,254.18,119.5,3445.22,3174.44
IRON_COOL_0220,8.73,398.9,130.99,2400.42,3021.02
IRON_COOL_0221,7.75,408.24,61.55,2395.39,3558.58
IRON_COOL_0222,8.04,436.34,89.87,2827.59,3936.36
IRON_COOL_0223,8.15,535.7,81.7,3641.48,4203.35
IRON_COOL_0224,8.22,422.54,120.11,2575.14,4239.87
IRON_COOL_0225,8.72,574.33,148.04,3699.59,2718.14
IRON_COOL_0226,8.18,462.28,54.58,2607.2,3896.12
IRON_COOL_0227,8.43,296.51,90.05,2631.37,4621.97
IRON_COOL_0228,7.95,493.96,102.09,2537.87,4408.55
IRON_COOL_0229,8.44,444.27,55.05,3580.88,4263.16
IRON_COOL_0230,8.43,575.21,59.28,2030.54,2261.39
IRON_COOL_0231,7.56,280.02,93.06,1919.68,3420.12
IRON_COOL_0232,8.67,372.09,130.19,3894.1,3427.18
IRON_COOL_0233,8.46,509.86,74.94,2915.93,2731.81
IRON_COOL_0234,8.73,274.28,53.26,1731.01,3206.72
IRON_COOL_0235,8.11,310.16,76.57,1826.65,4624.32
IRON_COOL_0236,7.88,391.77,59.72,3481.69,3418.2
IRON_COOL_0237,8.68,321.43,86.38,2518.01,4361.24
IRON_COOL_0238,8.0,555.23,106.6,3501.83,3135.03
IRON_COOL_0239,8.66,330.31,50.41,2467.97,3951.01
IRON_COOL_0240,7.86,589.35,110.6,3453.66,4481.36
IRON_COOL_0241,8.71,368.03,125.3,1535.07,3299.11
IRON_COOL_0242,7.95,521.09,68.69,3940.93,2060.6
IRON_COOL_0243,7.88,453.58,94.55,2552.91,4256.53
IRON_COOL_0244,8.96,305.47,122.83,2950.66,3201.45
IRON_COOL_0245,8.61,519.59,113.07,2385.05,4063.59
IRON_COOL_0246,8.59,237.88,127.28,3335.42,3118.86
IRON_COOL_0247,8.91,471.35,109.84,2419.1,3829.7
IRON_COOL_0248,7.77,307.11,91.56,2591.45,3802.03
IRON_COOL_0249,8.67,550.87,81.76,2389.33,3848.02
IRON_COOL_0250,8.94,269.04,124.66,3511.7,3282.87
IRON_COOL_0251,7.72,479.69,95.36,2116.37,2418.97
IRON_COOL_0252,8.58,483.59,108.61,3469.38,3738.15
IRON_COOL_0253,8.96,363.68,91.23,2020.5,3015.41
IRON_COOL_0254,8.57,580.53,148.71,1728.05,4921.31
IRON_COOL_0255,7.8,576.09,102.35,2082.67,2405.39
IRON_COOL_0256,7.92,297.1,133.04,2317.4,4172.2
IRON_COOL_0257,8.06,577.86,105.44,3372.59,2516.67
IRON_COOL_0258,7.88,235.56,130.06,1976.62,3357.34
IRON_COOL_0259,8.05,596.29,139.97,3487.69,4359.97
IRON_COOL_0260,8.51,352.87,69.83,3154.11,4789.84
IRON_COOL_0261,8.31,465.01,136.21,2109.18,3002.99
IRON_COOL_0262,8.12,590.52,106.88,3895.73,3666.64
IRON_COOL_0263,8.28,452.31,104.06,2247.21,2819.38
IRON_COOL_0264,8.53,493.27,129.45,2328.23,2161.48
IRON_COOL_0265,8.73,574.0,114.03,1951.87,4065.4
IRON_COOL_0266,8.31,382.16,72.83,2767.48,2866.68
IRON_COOL_0267,8.88,360.7,143.21,2232.82,2967.12
IRON_COOL_0268,7.52,554.12,118.99,2195.47,4343.03
IRON_COOL_0269,8.13,500.3,106.59,2444.79,4839.32
IRON_COOL_0270,8.0,265.79,91.15,2778.77,3800.52
IRON_COOL_0271,8.09,302.9,57.57,1883.63,2410.03
IRON_COOL_0272,7.72,272.82,58.83,3032.06,4422.67
IRON_COOL_0273,8.07,447.73,138.98,2190.91,3333.02
IRON_COOL_0274,8.87,511.79,94.03,3526.49,2446.49
IRON_COOL_0275,8.85,413.56,73.11,3196.17,2108.92
IRON_COOL_0276,8.43,458.91,104.89,2067.99,2034.99
IRON_COOL_0277,7.99,452.99,76.6,2588.9,3648.87
IRON_COOL_0278,8.86,424.63,112.5,3946.64,4756.07
IRON_COOL_0279,8.03,527.94,134.71,3986.72,4158.9
IRON_COOL_0280,8.5,305.88,91.36,2708.52,4379.24
IRON_COOL_0281,7.89,554.83,64.73,2110.63,2766.43
IRON_COOL_0282,8.57,495.94,105.58,2232.42,4880.27
IRON_COOL_0283,7.66,498.16,118.49,2140.05,4367.94
IRON_COOL_0284,8.7,490.18,89.49,3008.46,2548.15
IRON_COOL_0285,8.33,282.28,106.0,2867.69,2926.61
IRON_COOL_0286,7.8,488.44,95.45,3312.52,4790.19
IRON_COOL_0287,7.98,580.19,89.56,3175.71,3363.68
IRON_COOL_0288,8.11,226.6,140.83,3006.21,3945.91
IRON_COOL_0289,7.58,577.18,80.07,2898.2,2472.47
IRON_COOL_0290,8.89,528.66,148.88,2703.65,3410.15
IRON_COOL_0291,8.14,292.88,148.52,2104.97,4091.44
IRON_COOL_0292,7.93,261.59,121.98,1897.76,3950.54
IRON_COOL_0293,8.91,544.67,133.54,2005.6,4948.2
IRON_COOL_0294,7.98,286.94,68.09,2320.03,4213.78
IRON_COOL_0295,7.87,570.93,61.29,2519.01,3389.03
IRON_COOL_0296,7.58,446.96,110.02,3879.59,2619.14
IRON_COOL_0297,7.77,325.04,77.7,2549.89,3612.69
IRON_COOL_0298,8.67,330.24,98.98,2291.53,3099.43
IRON_COOL_0299,8.97,467.71,102.03,2647.76,2181.25
IRON_COOL_0300,8.09,542.5,111.01,2803.43,4581.27
IRON_COOL_0301,7.55,405.09,68.84,1999.23,4244.89
IRON_COOL_0302,8.95,592.79,95.04,1936.28,3820.35
IRON_COOL_0303,7.96,554.68,146.01,2720.65,2871.45
IRON_COOL_0304,8.36,394.4,124.43,2640.74,4330.41
IRON_COOL_0305,7.56,209.72,114.69,3541.93,2641.88
IRON_COOL_0306,8.63,564.65,114.08,1655.9,4014.45
IRON_COOL_0307,7.92,545.99,61.05,3808.17,4073.29
IRON_COOL_0308,8.79,337.35,113.18,3875.34,4630.83
IRON_COOL_0309,8.85,203.27,118.95,2879.09,3714.58
IRON_COOL_0310,7.81,255.26,134.95,3353.75,2340.3
IRON_COOL_0311,8.96,348.9,149.47,3598.22,2267.52
IRON_COOL_0312,8.11,408.96,66.93,1756.76,4705.83
IRON_COOL_0313,8.43,273.03,113.28,1866.55,2041.22
IRON_COOL_0314,8.86,590.14,124.27,3727.08,4317.2
IRON_COOL_0315,8.07,234.42,132.86,3899.85,3089.31
IRON_COOL_0316,8.7,282.31,137.13,1662.95,3455.33
IRON_COOL_0317,7.59,466.32,87.12,1802.14,3084.33
IRON_COOL_0318,8.79,393.56,83.97,3669.12,4548.5
IRON_COOL_0319,7.66,575.24,132.32,2036.31,3747.82
IRON_COOL_0320,8.57,237.18,70.17,2339.01,4806.8
IRON_COOL_0321,8.35,299.92,108.1,3420.9,3980.28
IRON_COOL_0322,8.4,462.2,63.44,3248.27,4939.32
IRON_COOL_0323,8.64,416.12,94.25,1984.62,2858.99
IRON_COOL_0324,8.62,202.08,62.12,3960.77,2886.66
IRON_COOL_0325,8.1,381.95,88.87,2461.08,2691.45
IRON_COOL_0326,8.1,537.64,134.88,2165.44,4948.11
IRON_COOL_0327,8.26,230.37,138.38,3985.12,2979.26
IRON_COOL_0328,8.55,341.23,76.26,1647.77,3789.06
IRON_COOL_0329,8.5,464.21,91.93,3654.38,3462.91
IRON_COOL_0330,8.85,453.21,118.78,3498.36,2806.55
IRON_COOL_0331,8.33,441.72,142.59,2614.25,4348.25
IRON_COOL_0332,8.28,232.98,97.17,1819.11,2943.7
IRON_COOL_0333,7.65,586.05,139.07,3531.1,2912.45
IRON_COOL_0334,8.19,540.1,105.31,2611.92,4702.73
IRON_COOL_0335,8.85,481.82,69.53,2754.05,4794.86
IRON_COOL_0336,7.76,499.21,101.47,2858.05,2019.04
IRON_COOL_0337,7.73,332.77,107.53,1868.6,2994.54
IRON_COOL_0338,8.25,488.68,108.65,1576.93,3290.02
IRON_COOL_0339,8.18,373.4,68.53,3820.39,4035.45
IRON_COOL_0340,7.73,229.19,147.21,3492.15,3070.71
IRON_COOL_0341,7.91,451.35,103.25,2603.12,3325.8
IRON_COOL_0342,8.63,467.32,99.47,3609.88,4590.53
IRON_COOL_0343,8.8,464.66,129.17,1874.49,2699.39
IRON_COOL_0344,7.77,574.47,65.66,3006.26,4793.19
IRON_COOL_0345,8.11,402.51,140.05,2351.56,2037.77
IRON_COOL_0346,8.89,491.63,145.67,3619.63,2611.34
IRON_COOL_0347,8.61,396.51,142.35,2136.25,3940.35
IRON_COOL_0348,8.04,255.24,111.1,3646.84,2575.52
IRON_COOL_0349,8.53,561.37,76.37,2738.67,2671.7
IRON_COOL_0350,8.94,281.3,67.73,2125.28,2340.22
IRON_COOL_0351,7.92,274.15,94.76,2277.96,3512.13
IRON_COOL_0352,8.38,585.93,133.02,1541.89,3552.64
IRON_COOL_0353,7.99,235.77,124.87,1602.47,3471.53
IRON_COOL_0354,8.49,250.94,56.03,3016.91,4860.69
IRON_COOL_0355,8.55,298.81,77.62,2801.06,3494.3
IRON_COOL_0356,7.97,200.21,91.23,3526.93,2836.32
IRON_COOL_0357,7.8,392.99,107.47,1930.55,3133.51
IRON_COOL_0358,8.43,286.12,126.69,1698.48,4486.54
IRON_COOL_0359,8.79,402.97,127.87,1993.82,2989.17
IRON_COOL_0360,8.07,251.57,146.02,3850.54,4343.42
IRON_COOL_0361,8.88,305.7,56.36,1961.04,2402.47
IRON_COOL_0362,8.75,508.77,66.47,1848.8,2109.34
IRON_COOL_0363,8.85,242.71,110.08,2243.56,3826.58
IRON_COOL_0364,7.94,464.98,98.06,3273.13,4909.03
IRON_COOL_0365,7.58,439.01,91.02,3611.05,2553.04
IRON_COOL_0366,7.87,308.56,91.48,3593.68,3590.68
IRON_COOL_0367,8.18,310.55,131.63,2937.5,3266.65
IRON_COOL_0368,8.89,513.46,86.19,3191.87,2064.59
IRON_COOL_0369,8.76,439.08,81.74,1805.64,2351.43
IRON_COOL_0370,7.62,359.93,147.44,3732.12,2327.59
IRON_COOL_0371,8.41,598.42,77.15,1857.72,2142.62
IRON_COOL_0372,8.77,578.61,131.09,3288.63,4874.71
IRON_COOL_0373,7.62,215.65,99.69,1510.59,2727.62
IRON_COOL_0374,7.89,322.85,56.24,1854.0,2903.22
IRON_COOL_0375,8.25,339.7,86.23,2841.89,2640.8
IRON_COOL_0376,8.76,394.98,64.16,2182.49,4151.89
IRON_COOL_0377,8.61,508.31,110.61,2351.99,3017.39
IRON_COOL_0378,8.8,482.04,104.41,2377.32,3613.11
IRON_COOL_0379,7.73,325.69,145.64,2456.93,2775.83
IRON_COOL_0380,7.6,403.41,146.77,2266.11,3850.78
IRON_COOL_0381,7.92,360.7,64.98,2758.78,4924.19
IRON_COOL_0382,8.67,491.61,61.6,1726.22,2521.58
IRON_COOL_0383,8.51,549.04,119.56,1516.1,4750.35
IRON_COOL_0384,7.79,359.7,102.33,3413.63,4270.73
IRON_COOL_0385,7.78,498.11,133.9,2360.64,3824.25
IRON_COOL_0386,7.74,224.89,123.09,2694.78,3516.04
IRON_COOL_0387,8.05,216.22,59.39,2005.38,3417.38
IRON_COOL_0388,8.46,480.15,77.03,2642.7,3703.46
IRON_COOL_0389,8.4,240.14,130.02,1807.12,4560.32
IRON_COOL_0390,7.98,391.17,137.31,1582.78,2478.31
IRON_COOL_0391,7.99,444.01,102.31,3135.66,2378.66
IRON_COOL_0392,8.44,407.59,105.14,3732.77,4443.22
IRON_COOL_0393,7.9,379.61,132.5,1908.64,4830.0
IRON_COOL_0394,8.22,488.67,99.62,2144.49,4513.47
IRON_COOL_0395,8.38,224.41,132.57,1981.86,4308.95
IRON_COOL_0396,7.57,540.81,53.96,3536.53,2185.45
IRON_COOL_0397,7.6,530.9,90.76,3109.56,3262.93
IRON_COOL_0398,8.72,274.34,114.42,2080.42,3189.0
IRON_COOL_0399,7.67,559.42,78.07,2095.53,3385.24
IRON_COOL_0400,7.9,276.87,65.43,2445.49,3514.58
IRON_COOL_0401,8.4,455.51,134.12,3092.95,3752.86
IRON_COOL_0402,7.79,340.0,51.23,2833.77,2695.76
IRON_COOL_0403,8.91,380.16,64.79,3844.47,3404.27
IRON_COOL_0404,7.97,299.87,149.41,2324.03,2915.72
IRON_COOL_0405,8.79,571.17,104.5,3167.65,4507.49
IRON_COOL_0406,7.93,530.41,141.18,1832.55,2500.66
IRON_COOL_0407,8.35,206.74,101.52,3307.04,2543.99
IRON_COOL_0408,7.73,332.44,109.81,3095.98,4467.83
IRON_COOL_0409,8.62,398.23,63.17,1500.1,3614.6
IRON_COOL_0410,8.07,415.05,94.33,2881.57,3146.44
IRON_COOL_0411,7.96,277.94,54.82,2506.66,3204.93
IRON_COOL_0412,8.99,253.43,85.15,1707.9,4751.31
IRON_COOL_0413,8.39,564.31,99.37,2284.65,4993.13
IRON_COOL_0414,7.95,537.66,115.56,3280.52,2242.67
IRON_COOL_0415,7.91,262.96,103.81,2332.26,2337.65
IRON_COOL_0416,8.78,317.16,84.4,3618.88,4169.47
IRON_COOL_0417,8.94,527.97,111.69,2465.96,2112.99
IRON_COOL_0418,8.15,585.62,79.35,1882.42,4351.56
IRON_COOL_0419,8.75,250.83,84.25,3785.01,4617.56
IRON_COOL_0420,8.69,465.0,116.84,2510.5,2455.71
IRON_COOL_0421,8.24,589.24,141.78,1763.1,2704.88
