Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
THER_ASH__0037,9.8,118.31,10.41,4902.31,1783.94
THER_ASH__0038,8.69,69.45,18.04,4988.15,3463.96
THER_ASH__0039,8.68,113.82,16.65,3547.5,1759.75
THER_ASH__0040,10.71,143.61,6.51,5940.44,1648.7
THER_ASH__0041,10.53,114.44,7.55,4342.81,2072.28
THER_ASH__0042,9.25,71.12,8.4,3313.79,1762.38
THER_ASH__0043,9.86,116.52,13.66,2694.17,2501.32
THER_ASH__0044,9.07,130.03,5.95,4882.82,2976.43
THER_ASH__0045,11.0,119.53,10.5,5776.87,2967.3
THER_ASH__0046,9.25,119.63,10.66,3497.72,2084.84
THER_ASH__0047,10.16,141.95,12.86,3798.35,3378.7
THER_ASH__0048,9.43,90.53,6.28,2313.93,2463.42
THER_ASH__0049,10.07,134.05,11.93,3056.1,2190.3
THER_ASH__0050,8.73,97.39,11.99,4819.62,2183.59
THER_ASH__0051,9.91,62.66,18.47,3773.09,1867.92
THER_ASH__0052,10.16,122.32,9.91,2816.02,1604.35
THER_ASH__0053,9.99,101.38,14.15,2860.46,3083.57
THER_ASH__0054,9.56,143.2,14.84,4747.8,2165.67
THER_ASH__0055,9.02,146.94,11.99,5690.38,3253.1
THER_ASH__0056,9.7,79.8,13.18,4548.54,2100.2
THER_ASH__0057,9.46,85.68,11.38,2588.97,3134.39
THER_ASH__0058,9.1,69.96,6.83,4580.86,1961.94
THER_ASH__0059,9.54,68.84,19.95,5495.97,2828.37
THER_ASH__0060,9.79,64.02,15.46,4555.93,1544.28
THER_ASH__0061,8.95,52.15,8.83,5589.63,1817.92
THER_ASH__0062,10.62,121.18,10.82,2625.65,3236.22
THER_ASH__0063,10.46,82.69,15.6,3351.16,1537.19
THER_ASH__0064,8.83,104.95,10.78,2007.75,1865.33
THER_ASH__0065,8.61,132.25,12.99,5159.4,1714.32
THER_ASH__0066,9.61,75.26,17.09,3256.72,2964.52
THER_ASH__0067,10.73,140.37,10.64,5916.25,1910.93
THER_ASH__0068,9.38,87.17,6.74,2722.12,2559.29
THER_ASH__0069,9.92,116.71,11.68,3898.83,3149.66
THER_ASH__0070,8.87,120.82,10.07,2754.52,3114.82
THER_ASH__0071,10.52,74.57,19.31,4778.26,1964.58
THER_ASH__0072,10.04,80.0,19.8,3937.61,2730.85
THER_ASH__0073,9.36,117.35,8.44,3409.18,1770.11
THER_ASH__0074,8.85,116.74,12.52,2493.66,2799.82
THER_ASH__0075,9.37,137.66,17.26,2862.75,2786.82
THER_ASH__0076,8.89,121.51,9.19,2065.38,2552.74
THER_ASH__0077,9.07,52.35,18.81,2565.0,3035.59
THER_ASH__0078,10.48,148.72,18.18,3413.68,2493.14
THER_ASH__0079,9.11,71.98,5.79,5164.15,3406.0
THER_ASH__0080,9.69,60.88,13.66,4241.72,3249.03
THER_ASH__0081,8.79,116.74,18.42,2839.94,2563.19
THER_ASH__0082,10.38,133.31,12.13,3691.44,2941.28
THER_ASH__0083,10.15,88.3,7.39,5576.22,2589.16
THER_ASH__0084,10.19,72.52,6.26,2665.18,3326.21
THER_ASH__0085,10.03,53.36,11.6,2734.86,2150.58
THER_ASH__0086,10.25,143.5,18.15,5103.16,2397.73
THER_ASH__0087,9.01,149.04,11.69,5712.84,3468.62
THER_ASH__0088,10.54,64.58,7.47,3247.13,2207.21
THER_ASH__0089,9.63,139.54,11.42,4153.05,3117.29
THER_ASH__0090,8.83,73.65,18.43,4597.89,2049.97
THER_ASH__0091,8.87,62.44,19.29,3239.76,2794.13
THER_ASH__0092,8.73,121.07,7.75,2801.85,1678.75
THER_ASH__0093,9.05,143.26,14.91,2079.27,2163.47
THER_ASH__0094,9.91,64.11,15.0,4859.0,2858.43
THER_ASH__0095,9.24,96.02,14.42,5030.47,2858.1
THER_ASH__0096,10.93,90.37,15.13,2253.24,2605.66
THER_ASH__0097,8.9,135.76,7.43,3887.39,3003.57
THER_ASH__0098,9.04,99.91,12.57,2672.46,3377.73
THER_ASH__0099,9.18,124.65,13.95,5020.17,3318.76
THER_ASH__0100,9.63,67.09,19.61,3618.37,3067.52
THER_ASH__0101,8.63,98.85,12.57,3644.35,1798.05
THER_ASH__0102,9.42,93.59,9.52,3044.61,3201.99
THER_ASH__0103,10.25,91.71,11.23,2223.22,3251.24
THER_ASH__0104,10.9,84.39,7.78,3974.37,2972.38
THER_ASH__0105,8.97,83.93,8.53,5565.3,3231.82
THER_ASH__0106,9.75,75.9,16.07,4917.28,1579.19
THER_ASH__0107,10.33,61.58,8.95,5508.63,2228.36
THER_ASH__0108,9.4,127.62,14.73,2458.12,3309.96
THER_ASH__0109,10.56,94.67,10.77,2494.19,2433.05
THER_ASH__0110,10.54,58.84,14.99,5920.88,2912.66
THER_ASH__0111,9.07,92.41,14.67,5803.22,2526.31
THER_ASH__0112,10.02,143.57,5.13,4629.25,3057.94
THER_ASH__0113,10.22,92.85,14.22,3132.29,2315.47
THER_ASH__0114,10.77,78.02,19.02,4967.3,1593.2
THER_ASH__0115,10.48,90.15,19.07,3193.83,2818.47
THER_ASH__0116,10.09,113.22,9.92,5177.7,2263.6
THER_ASH__0117,9.81,144.66,6.88,4651.5,1736.97
THER_ASH__0118,10.15,122.53,9.31,5414.51,3293.51
THER_ASH__0119,10.7,63.1,12.95,3913.79,2568.18
THER_ASH__0120,9.43,52.43,18.05,5729.78,2529.78
THER_ASH__0121,9.07,92.25,6.33,4441.96,2157.28
THER_ASH__0122,8.82,117.39,13.9,2298.25,2328.38
THER_ASH__0123,10.8,54.36,8.8,3653.75,2605.17
THER_ASH__0124,10.35,109.26,11.32,3017.47,3420.8
THER_ASH__0125,10.26,101.98,18.02,4648.55,1711.14
THER_ASH__0126,10.86,63.73,5.86,3600.58,3464.32
THER_ASH__0127,10.94,63.04,13.39,2445.31,2527.31
THER_ASH__0128,9.06,127.46,12.72,3802.02,2175.85
THER_ASH__0129,10.5,62.81,6.56,5028.25,2637.06
THER_ASH__0130,10.67,83.96,5.51,2595.0,2884.16
THER_ASH__0131,10.1,70.32,8.12,3843.28,2405.7
THER_ASH__0132,10.78,74.91,10.2,2441.31,3359.51
THER_ASH__0133,10.45,78.87,15.28,2493.01,2743.88
THER_ASH__0134,9.92,105.22,6.43,2199.35,1768.81
THER_ASH__0135,8.89,91.91,8.14,5498.03,3089.03
THER_ASH__0136,8.98,67.11,15.14,5403.88,3463.09
THER_ASH__0137,8.72,114.13,19.8,3278.92,3123.7
THER_ASH__0138,9.44,132.97,18.39,3858.3,2717.04
THER_ASH__0139,9.9,114.32,17.6,5720.71,2478.05
THER_ASH__0140,9.25,143.19,7.84,3615.54,2875.47
THER_ASH__0141,9.44,51.34,18.54,5944.67,2645.06
THER_ASH__0142,10.19,80.45,14.5,3871.31,1735.4
THER_ASH__0143,10.86,75.04,16.56,4149.09,1573.4
THER_ASH__0144,10.35,101.8,14.97,4986.72,1926.28
THER_ASH__0145,9.97,79.05,18.27,2427.39,2571.34
THER_ASH__0146,8.81,50.99,13.71,5889.06,1572.78
THER_ASH__0147,8.62,57.13,15.95,2442.62,3471.95
THER_ASH__0148,10.75,78.95,16.55,5127.45,2094.86
THER_ASH__0149,10.08,99.31,11.57,5708.53,2194.66
THER_ASH__0150,9.86,142.76,10.0,2607.24,2670.61
THER_ASH__0151,9.82,70.49,18.17,2676.42,1686.14
THER_ASH__0152,9.69,103.17,15.49,5486.03,3089.62
THER_ASH__0153,10.28,107.95,6.12,5334.75,2478.62
THER_ASH__0154,10.35,103.9,18.78,5735.26,3220.23
THER_ASH__0155,10.29,143.76,8.62,2436.49,3319.9
THER_ASH__0156,9.89,84.31,5.94,3476.83,1698.51
THER_ASH__0157,8.54,109.06,12.18,4684.67,3062.48
THER_ASH__0158,10.93,102.17,9.27,2568.52,1711.53
THER_ASH__0159,10.19,52.32,19.74,5128.3,3257.73
THER_ASH__0160,10.52,72.13,19.35,5730.92,1911.78
THER_ASH__0161,9.55,121.2,5.94,2963.09,2959.66
THER_ASH__0162,9.75,66.08,16.96,5696.24,1600.36
THER_ASH__0163,10.73,79.33,19.91,5583.18,3447.44
THER_ASH__0164,10.78,122.27,7.65,3017.79,2285.31
THER_ASH__0165,9.26,140.38,10.29,4620.53,3090.96
THER_ASH__0166,10.41,146.79,7.14,2231.34,2446.16
THER_ASH__0167,10.26,54.9,10.57,4234.5,2293.62
THER_ASH__0168,8.57,100.55,8.37,4303.82,3117.88
THER_ASH__0169,9.42,148.44,19.02,4219.15,1726.49
THER_ASH__0170,9.61,114.14,11.88,5279.03,2943.78
THER_ASH__0171,8.87,114.1,12.75,4385.39,2453.8
THER_ASH__0172,8.6,146.66,9.63,4342.21,3067.06
THER_ASH__0173,9.44,141.48,14.06,3689.69,2556.47
THER_ASH__0174,10.69,58.54,10.61,4361.05,3439.39
THER_ASH__0175,9.42,150.0,14.99,3519.22,2017.25
THER_ASH__0176,10.92,107.68,8.25,5635.98,1715.37
THER_ASH__0177,9.9,50.8,14.03,3630.41,2326.89
THER_ASH__0178,10.68,75.14,9.74,3686.0,2908.58
THER_ASH__0179,10.47,121.85,11.69,2330.87,2276.89
THER_ASH__0180,8.92,129.88,15.45,5815.3,2499.11
THER_ASH__0181,10.5,101.37,17.12,3749.16,1524.99
THER_ASH__0182,10.75,121.32,9.05,4594.74,1785.58
THER_ASH__0183,9.77,139.99,10.08,4193.32,2522.96
THER_ASH__0184,8.96,109.27,17.4,5934.66,2161.59
THER_ASH__0185,10.07,105.59,12.85,2472.36,3228.52
THER_ASH__0186,10.13,100.84,18.81,4566.29,3317.43
THER_ASH__0187,10.57,125.97,18.23,5133.44,3162.17
THER_ASH__0188,10.45,125.94,5.27,5112.55,3400.02
THER_ASH__0189,10.73,75.25,9.22,5029.38,2797.08
THER_ASH__0190,9.94,141.93,19.98,4718.74,1880.84
THER_ASH__0191,10.76,51.42,14.85,4380.2,1766.94
THER_ASH__0192,10.95,62.13,15.55,4786.12,1966.41
THER_ASH__0193,10.29,75.69,14.36,5692.75,3435.71
THER_ASH__0194,9.5,78.46,9.21,2749.46,2708.43
THER_ASH__0195,8.57,140.19,7.14,4119.27,2507.98
THER_ASH__0196,9.16,137.41,9.92,4460.15,3073.79
THER_ASH__0197,10.84,136.78,8.89,5611.95,2286.0
THER_ASH__0198,9.0,101.79,5.93,3871.8,1705.63
THER_ASH__0199,9.81,54.43,18.69,4070.19,1827.97
THER_ASH__0200,10.06,114.69,13.3,5106.99,2784.46
THER_ASH__0201,8.55,117.93,19.69,2006.84,2799.68
THER_ASH__0202,9.07,142.37,14.82,3801.05,3229.4
THER_ASH__0203,9.48,127.98,7.67,4317.0,3082.05
THER_ASH__0204,10.67,129.0,17.41,2017.07,1636.59
THER_ASH__0205,8.52,128.58,5.52,3933.46,3111.89
THER_ASH__0206,9.95,83.08,16.68,2587.17,2487.46
THER_ASH__0207,8.63,139.57,11.34,5399.75,3188.83
THER_ASH__0208,10.96,65.55,13.25,2149.23,1840.61
THER_ASH__0209,9.51,120.24,13.57,3828.54,2419.95
THER_ASH__0210,10.54,143.06,13.09,5640.68,1590.39
THER_ASH__0211,9.19,109.73,6.17,3556.38,2967.06
THER_ASH__0212,10.7,143.64,9.39,4315.48,3032.64
THER_ASH__0213,10.21,132.68,18.78,3460.95,1667.65
THER_ASH__0214,9.89,125.58,5.65,3192.19,2447.67
THER_ASH__0215,9.05,96.83,19.4,3216.12,2233.18
THER_ASH__0216,10.01,128.33,19.91,4941.48,3490.47
THER_ASH__0217,8.92,80.44,15.07,4571.46,2056.36
THER_ASH__0218,9.56,110.24,19.06,2948.47,1539.42
THER_ASH__0219,8.7,123.28,12.23,2980.43,2096.81
THER_ASH__0220,9.83,86.67,19.69,4877.35,3204.59
THER_ASH__0221,8.91,80.31,14.24,4643.11,2314.79
THER_ASH__0222,10.72,73.1,15.56,3976.46,2308.31
THER_ASH__0223,9.68,81.74,5.53,2183.14,3459.25
THER_ASH__0224,10.51,127.95,12.75,3501.66,1622.2
THER_ASH__0225,9.78,73.77,13.31,5943.95,2506.79
THER_ASH__0226,8.82,128.66,8.22,3653.76,3196.27
THER_ASH__0227,9.61,75.1,9.06,3496.29,2551.68
THER_ASH__0228,9.81,119.4,10.57,5384.99,2032.55
THER_ASH__0229,10.67,64.34,12.54,2231.35,3337.2
THER_ASH__0230,8.8,77.37,15.23,5251.94,3443.61
THER_ASH__0231,9.85,72.4,14.63,5657.97,1900.69
THER_ASH__0232,8.58,138.34,5.31,2226.23,3337.61
THER_ASH__0233,10.44,113.93,6.54,2302.2,1588.05
THER_ASH__0234,8.58,102.46,7.94,2119.57,1577.46
THER_ASH__0235,10.94,80.94,14.25,5946.28,2673.7
THER_ASH__0236,9.7,123.81,19.92,2585.6,1600.59
THER_ASH__0237,8.76,142.51,10.39,4063.9,1655.7
THER_ASH__0238,10.8,66.47,15.3,2870.17,2075.89
THER_ASH__0239,9.15,123.86,7.98,5116.72,2833.44
THER_ASH__0240,9.31,147.4,10.84,4787.75,3060.71
THER_ASH__0241,9.44,81.04,14.08,2864.56,3159.95
THER_ASH__0242,9.55,72.25,17.73,4747.43,2033.93
THER_ASH__0243,10.76,125.1,16.08,4801.42,2519.37
THER_ASH__0244,9.31,131.85,9.43,4113.86,1898.0
THER_ASH__0245,9.23,70.79,15.5,5667.18,3460.42
THER_ASH__0246,9.96,50.13,14.6,4852.75,2103.51
THER_ASH__0247,8.87,133.21,16.98,5222.53,1994.38
THER_ASH__0248,9.7,52.97,6.26,2645.96,1895.71
THER_ASH__0249,8.64,134.41,9.77,3556.47,1772.02
THER_ASH__0250,10.79,108.45,10.73,2801.06,1526.57
THER_ASH__0251,8.79,62.75,16.52,4725.57,3283.24
THER_ASH__0252,10.56,116.32,11.17,2389.09,2809.21
THER_ASH__0253,10.54,57.36,19.53,3207.25,3392.19
THER_ASH__0254,9.98,76.22,16.59,2447.15,2961.19
THER_ASH__0255,10.88,73.21,8.27,4395.1,1922.66
THER_ASH__0256,9.43,142.22,19.0,5265.85,2038.01
THER_ASH__0257,9.74,59.84,14.71,4428.68,2489.21
THER_ASH__0258,9.78,52.64,5.11,5024.66,3414.42
THER_ASH__0259,10.16,118.36,7.64,4139.19,2198.78
THER_ASH__0260,9.78,57.75,9.72,4776.11,2244.61
THER_ASH__0261,9.15,63.69,13.25,3128.09,2977.47
THER_ASH__0262,10.42,51.06,5.14,2325.85,1672.52
THER_ASH__0263,9.2,75.67,13.19,4677.43,1873.45
THER_ASH__0264,8.51,84.9,18.09,2513.04,3460.01
THER_ASH__0265,10.44,52.12,19.12,4824.46,2253.31
THER_ASH__0266,10.05,51.33,11.83,5990.69,2361.57
THER_ASH__0267,9.02,105.13,13.54,4735.75,2222.4
THER_ASH__0268,9.22,100.51,16.95,4175.71,2823.84
THER_ASH__0269,10.12,122.42,13.59,4840.92,2256.16
THER_ASH__0270,10.18,111.73,16.7,3065.02,2880.77
THER_ASH__0271,10.77,84.7,17.08,2204.63,3450.8
THER_ASH__0272,10.55,114.56,12.86,5860.43,3066.1
THER_ASH__0273,9.48,141.45,11.85,3563.65,3219.13
THER_ASH__0274,10.83,66.68,16.15,4728.26,2532.92
THER_ASH__0275,9.82,115.53,18.76,4141.34,3182.02
THER_ASH__0276,9.32,92.38,8.84,5673.22,2516.52
THER_ASH__0277,9.2,97.9,8.85,4932.5,2906.51
THER_ASH__0278,9.6,67.4,16.65,2212.0,2005.03
THER_ASH__0279,9.1,133.44,16.24,2000.13,2327.47
THER_ASH__0280,9.95,70.64,8.0,5124.21,1948.27
THER_ASH__0281,9.0,61.62,18.59,3857.85,2530.46
THER_ASH__0282,10.42,74.06,14.67,5643.84,3484.43
THER_ASH__0283,10.4,148.29,14.7,2723.79,3211.67
THER_ASH__0284,10.89,111.76,14.79,3127.27,2059.67
THER_ASH__0285,9.11,85.46,7.38,3133.28,2635.71
THER_ASH__0286,9.65,134.33,10.34,4572.88,2903.03
THER_ASH__0287,8.99,146.59,17.53,5805.59,2138.79
THER_ASH__0288,10.94,140.01,15.71,3903.49,1513.81
THER_ASH__0289,10.59,139.42,7.0,2718.11,3459.53
THER_ASH__0290,10.18,85.64,5.78,5309.62,3313.13
THER_ASH__0291,9.31,65.28,8.4,3433.6,3163.7
THER_ASH__0292,10.41,98.52,13.48,4968.33,2493.91
THER_ASH__0293,9.68,66.57,10.15,3184.74,1899.9
THER_ASH__0294,8.52,51.06,18.01,4483.94,2343.57
THER_ASH__0295,9.76,147.22,11.31,3757.61,1765.89
THER_ASH__0296,9.49,120.4,8.34,2188.18,2252.47
THER_ASH__0297,8.92,97.74,13.85,5725.92,2550.65
THER_ASH__0298,8.51,94.7,13.48,3924.6,3360.99
THER_ASH__0299,10.42,68.45,8.32,2108.08,1560.0
THER_ASH__0300,10.37,77.08,14.25,2567.33,1870.01
THER_ASH__0301,9.31,83.33,18.74,3527.47,2665.8
THER_ASH__0302,8.51,90.39,14.47,2341.68,2812.17
THER_ASH__0303,9.2,104.58,17.82,5320.63,2725.59
THER_ASH__0304,10.35,74.29,17.69,2208.1,2092.5
THER_ASH__0305,8.6,144.86,16.44,5422.22,1593.06
THER_ASH__0306,9.59,141.62,6.34,4810.77,3187.41
THER_ASH__0307,10.75,54.33,18.92,2803.16,1666.84
THER_ASH__0308,10.03,90.62,6.78,3481.94,1950.84
THER_ASH__0309,10.07,106.95,9.28,4020.47,2149.02
THER_ASH__0310,10.02,123.06,11.75,3961.42,3338.99
THER_ASH__0311,10.8,114.96,14.2,3594.93,2422.03
THER_ASH__0312,10.32,111.82,18.57,2154.78,1744.54
THER_ASH__0313,10.08,141.38,14.78,4693.72,2611.36
THER_ASH__0314,9.27,147.73,15.13,2612.91,2820.93
THER_ASH__0315,10.71,95.48,6.85,2970.33,3348.05
THER_ASH__0316,8.8,143.97,12.52,3022.86,2336.66
THER_ASH__0317,10.11,88.44,5.48,2500.88,2847.02
THER_ASH__0318,8.57,139.96,10.4,5345.33,2410.53
THER_ASH__0319,8.76,108.8,11.97,2018.56,1921.02
THER_ASH__0320,10.46,96.29,14.33,3938.83,3036.14
THER_ASH__0321,10.84,143.78,12.3,3782.22,1772.65
THER_ASH__0322,9.58,137.0,6.68,5781.52,3261.93
THER_ASH__0323,10.6,104.41,8.15,5550.04,2507.59
THER_ASH__0324,10.51,137.48,9.4,3835.81,2096.42
THER_ASH__0325,9.53,106.11,10.49,5109.35,3485.18
THER_ASH__0326,9.29,110.68,16.95,4920.53,2833.39
THER_ASH__0327,10.37,95.46,16.14,2357.32,2639.23
THER_ASH__0328,10.21,75.41,15.22,4704.45,2500.53
THER_ASH__0329,9.43,137.9,9.71,3507.42,2524.95
THER_ASH__0330,9.57,50.33,15.17,3622.41,2257.33
THER_ASH__0331,9.92,101.23,16.38,5382.79,1759.06
THER_ASH__0332,8.77,107.44,13.62,2352.78,1735.84
THER_ASH__0333,10.97,143.2,7.32,5119.33,1566.52
THER_ASH__0334,8.68,62.51,19.7,3011.05,2085.68
THER_ASH__0335,10.16,67.68,5.84,2563.64,2630.58
THER_ASH__0336,10.31,77.32,15.64,4842.46,2069.8
THER_ASH__0337,8.95,51.73,8.06,3687.43,3408.25
THER_ASH__0338,10.37,95.95,12.44,2981.15,2238.84
THER_ASH__0339,10.9,128.34,9.42,3293.53,2583.46
THER_ASH__0340,10.08,53.21,9.61,3801.6,2369.0
THER_ASH__0341,8.52,142.85,16.42,5168.98,1920.26
THER_ASH__0342,9.68,69.28,17.86,5848.79,1658.85
THER_ASH__0343,9.81,147.82,9.08,3444.56,1541.19
THER_ASH__0344,9.61,120.39,7.11,4293.31,2897.04
THER_ASH__0345,10.85,132.59,6.41,5651.79,2301.82
THER_ASH__0346,9.66,55.92,18.79,5182.88,1755.89
THER_ASH__0347,10.66,80.54,16.73,4942.39,2568.27
THER_ASH__0348,10.37,135.23,9.88,3564.19,2375.34
THER_ASH__0349,10.93,99.53,14.34,4726.34,2357.53
THER_ASH__0350,9.88,112.59,10.1,2796.77,2997.29
THER_ASH__0351,9.59,94.31,14.26,3016.96,2701.65
THER_ASH__0352,9.47,101.3,16.53,4608.94,2081.25
THER_ASH__0353,9.31,133.27,8.9,4003.3,1568.71
THER_ASH__0354,9.93,70.54,10.2,5280.31,1882.17
THER_ASH__0355,10.15,147.67,14.47,5352.44,3377.87
THER_ASH__0356,9.76,57.48,13.88,4822.74,3025.84
THER_ASH__0357,9.49,130.28,7.41,5667.22,2368.31
THER_ASH__0358,10.91,74.55,12.49,5440.91,3264.0
THER_ASH__0359,9.4,131.82,15.12,4996.12,2292.38
THER_ASH__0360,9.96,97.34,14.27,4102.56,3181.41
THER_ASH__0361,10.97,81.16,10.98,3605.09,2398.28
THER_ASH__0362,10.45,141.33,10.29,4593.15,3059.62
THER_ASH__0363,8.52,140.08,8.18,5997.86,2278.86
THER_ASH__0364,10.75,119.39,12.61,2433.47,2319.5
THER_ASH__0365,9.76,112.11,5.43,3477.38,3470.25
THER_ASH__0366,10.74,66.85,7.46,4372.62,2155.69
THER_ASH__0367,9.65,121.23,10.12,2025.55,2261.24
THER_ASH__0368,10.57,65.04,13.86,2935.38,2680.88
THER_ASH__0369,10.97,56.38,9.06,2440.23,2417.0
THER_ASH__0370,9.23,120.5,10.72,4304.6,2497.06
THER_ASH__0371,9.38,128.78,5.76,3173.43,3144.09
THER_ASH__0372,8.9,127.06,14.22,5538.26,2118.26
THER_ASH__0373,8.83,83.22,9.67,2229.37,2781.56
THER_ASH__0374,10.35,84.81,19.67,3075.87,1625.86
THER_ASH__0375,9.98,98.48,10.4,5419.72,3114.49
THER_ASH__0376,8.86,52.82,17.45,5544.69,3287.07
THER_ASH__0377,10.13,108.65,12.43,2166.86,2284.0
THER_ASH__0378,9.76,89.16,15.08,5948.79,2760.58
THER_ASH__0379,10.98,105.57,10.72,3793.79,2060.23
THER_ASH__0380,9.05,135.46,6.43,3580.75,2323.58
THER_ASH__0381,8.75,139.41,11.79,2925.95,2420.1
THER_ASH__0382,9.99,63.5,12.58,4520.78,2039.65
THER_ASH__0383,9.83,51.93,18.72,2074.04,1701.16
THER_ASH__0384,9.32,58.14,12.47,3075.42,3005.97
THER_ASH__0385,10.68,133.3,5.71,3668.11,1638.31
THER_ASH__0386,9.36,137.4,10.45,4457.02,2523.89
THER_ASH__0387,10.56,127.57,6.47,5693.93,3056.28
THER_ASH__0388,10.21,143.53,8.69,5207.91,1519.18
THER_ASH__0389,10.74,82.04,11.66,5091.75,3116.71
THER_ASH__0390,8.82,99.24,18.02,2015.26,3414.6
THER_ASH__0391,10.42,55.82,17.63,5880.15,2275.35
THER_ASH__0392,9.43,119.85,6.46,4543.42,1888.05
THER_ASH__0393,10.97,64.19,12.72,2615.35,3406.22
THER_ASH__0394,9.2,78.53,16.65,2811.07,2138.41
THER_ASH__0395,9.18,53.46,13.27,4736.5,3091.98
THER_ASH__0396,10.75,94.28,7.37,2282.36,1822.47
THER_ASH__0397,8.5,50.16,5.17,4983.24,1585.97
THER_ASH__0398,9.21,134.61,11.05,5616.02,2371.68
THER_ASH__0399,9.33,69.86,12.54,5522.8,1539.29
THER_ASH__0400,8.65,84.01,16.8,3466.48,1682.06
THER_ASH__0401,8.55,74.04,10.91,3541.28,2799.48
THER_ASH__0402,10.97,144.34,13.68,4541.73,3230.11
THER_ASH__0403,9.51,86.39,15.9,3647.09,3039.25
THER_ASH__0404,10.69,130.43,8.54,5939.9,2766.79
THER_ASH__0405,10.51,91.39,13.03,3131.23,1830.37
THER_ASH__0406,8.59,91.2,8.62,2956.91,3233.13
THER_ASH__0407,10.18,122.53,13.98,2122.3,2154.76
THER_ASH__0408,9.03,130.28,10.72,3005.14,2244.66
THER_ASH__0409,8.79,131.42,17.3,5827.43,2128.24
THER_ASH__0410,9.17,75.61,14.13,3676.33,3158.75
THER_ASH__0411,10.64,127.34,19.46,5684.64,2249.36
THER_ASH__0412,10.74,85.67,8.13,4754.68,2292.86
THER_ASH__0413,9.98,55.75,9.4,5581.95,1667.73
THER_ASH__0414,10.21,66.42,8.36,3456.82,2373.33
THER_ASH__0415,10.1,138.37,18.22,4034.17,2789.91
THER_ASH__0416,9.75,90.88,18.39,2613.47,2708.99
THER_ASH__0417,10.74,73.47,8.11,3653.77,1711.91
THER_ASH__0418,9.82,99.27,15.75,5524.81,1656.7
THER_ASH__0419,10.4,123.95,14.3,5252.73,3133.51
THER_ASH__0420,8.78,139.56,17.66,4236.64,2257.4
THER_ASH__0421,10.97,66.58,12.33,2639.43,2667.96
THER_ASH__0422,9.63,93.58,16.44,2626.3,2420.15
THER_ASH__0423,9.39,133.7,15.67,3328.5,3443.05
THER_ASH__0424,8.61,105.04,10.16,3743.27,3278.88
THER_ASH__0425,9.17,127.32,6.62,5173.77,1862.46
THER_ASH__0426,10.9,79.4,10.16,5306.91,2351.98
THER_ASH__0427,9.97,55.97,16.51,5620.32,3420.15
THER_ASH__0428,10.82,105.31,8.95,4631.12,3262.6
THER_ASH__0429,9.15,56.0,16.48,2685.6,1609.45
THER_ASH__0430,10.37,122.94,10.41,5931.5,3443.07
THER_ASH__0431,10.16,53.27,15.84,3386.3,3278.14
THER_ASH__0432,10.86,106.5,16.64,5778.49,2871.34
THER_ASH__0433,10.79,59.06,19.11,5680.93,2710.46
THER_ASH__0434,9.21,118.18,15.51,2190.59,3355.2
