Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
ELEC_ACID_0150,2.07,61.85,31.89,569.12,9495.51
ELEC_ACID_0151,2.99,66.0,34.21,626.97,5987.03
ELEC_ACID_0152,2.74,147.65,19.5,667.91,6158.72
ELEC_ACID_0153,1.65,195.81,22.56,923.64,14876.33
ELEC_ACID_0154,2.95,58.17,19.33,1268.9,13236.49
ELEC_ACID_0155,2.97,157.3,19.65,1452.54,7784.41
ELEC_ACID_0156,3.41,185.92,25.32,973.9,9064.06
ELEC_ACID_0157,2.4,119.84,11.36,827.58,5993.39
ELEC_ACID_0158,3.4,60.38,33.61,983.0,10316.25
ELEC_ACID_0159,2.08,144.18,30.05,918.89,6368.36
ELEC_ACID_0160,1.86,141.36,22.98,529.72,12980.64
ELEC_ACID_0161,3.0,52.59,30.62,521.55,6806.93
ELEC_ACID_0162,3.45,82.5,29.8,1360.91,7357.9
ELEC_ACID_0163,2.2,72.75,36.53,1155.07,5981.59
ELEC_ACID_0164,2.77,101.56,37.53,884.09,7872.33
ELEC_ACID_0165,3.24,76.93,19.74,517.09,6881.27
ELEC_ACID_0166,3.37,106.3,17.91,1071.38,7622.15
ELEC_ACID_0167,3.25,168.55,10.89,709.53,5883.83
ELEC_ACID_0168,2.29,187.13,30.75,1482.89,14104.8
ELEC_ACID_0169,2.87,59.19,23.36,1294.08,8930.48
ELEC_ACID_0170,3.31,141.54,22.68,1008.76,14179.6
ELEC_ACID_0171,2.1,97.74,31.31,1100.68,5604.18
ELEC_ACID_0172,3.01,138.65,20.19,1141.59,5110.12
ELEC_ACID_0173,3.15,53.53,14.73,1012.44,8510.52
ELEC_ACID_0174,2.88,52.35,18.87,1213.29,11656.42
ELEC_ACID_0175,3.36,161.63,23.96,939.24,12126.79
ELEC_ACID_0176,1.88,92.78,30.94,555.28,10694.65
ELEC_ACID_0177,2.39,144.19,33.09,804.91,6394.05
ELEC_ACID_0178,2.35,180.24,10.31,1261.9,5159.04
ELEC_ACID_0179,2.62,51.77,12.11,657.36,11792.04
ELEC_ACID_0180,2.73,141.86,27.12,629.92,13901.39
ELEC_ACID_0181,1.55,126.57,18.52,1148.76,8647.57
ELEC_ACID_0182,2.04,194.5,19.7,991.98,5593.19
ELEC_ACID_0183,1.53,141.33,36.24,535.61,14056.82
ELEC_ACID_0184,1.61,86.02,10.43,1165.6,8429.76
ELEC_ACID_0185,3.32,120.51,16.54,1076.1,7218.85
ELEC_ACID_0186,3.18,63.5,24.29,857.39,13622.01
ELEC_ACID_0187,2.82,109.44,33.93,781.63,14008.51
ELEC_ACID_0188,1.93,54.96,10.27,916.03,14613.29
ELEC_ACID_0189,1.74,140.91,28.74,1367.13,6675.89
ELEC_ACID_0190,2.53,66.51,14.58,817.77,9172.71
ELEC_ACID_0191,2.37,100.54,13.98,1248.85,5547.09
ELEC_ACID_0192,1.79,109.92,33.81,1201.83,6150.97
ELEC_ACID_0193,2.92,75.91,12.32,1271.21,9310.21
ELEC_ACID_0194,3.28,186.56,21.28,935.93,10687.35
ELEC_ACID_0195,3.15,151.32,17.32,777.86,12862.15
ELEC_ACID_0196,3.35,182.58,33.7,1453.02,7742.54
ELEC_ACID_0197,1.85,73.62,19.86,1218.65,10775.42
ELEC_ACID_0198,3.46,184.54,21.21,1163.77,7415.23
ELEC_ACID_0199,2.92,151.77,12.21,1185.95,14584.82
ELEC_ACID_0200,2.71,83.63,27.49,528.4,7674.57
ELEC_ACID_0201,2.81,70.03,31.42,1461.37,11773.56
ELEC_ACID_0202,3.18,64.76,15.12,823.25,10661.08
ELEC_ACID_0203,3.07,112.03,12.05,1224.26,10203.34
ELEC_ACID_0204,2.51,199.61,11.49,1260.24,5442.48
ELEC_ACID_0205,2.67,150.74,38.39,595.17,7090.22
ELEC_ACID_0206,2.41,100.64,36.02,1235.92,11694.32
ELEC_ACID_0207,2.93,96.95,11.86,908.36,8994.16
ELEC_ACID_0208,1.52,117.85,24.59,874.12,5824.02
ELEC_ACID_0209,2.89,161.66,13.02,878.16,8178.75
ELEC_ACID_0210,3.31,121.46,10.55,821.65,6312.01
ELEC_ACID_0211,3.29,62.45,17.04,1322.25,6976.98
ELEC_ACID_0212,1.88,100.53,25.0,944.18,6776.87
ELEC_ACID_0213,2.35,171.77,23.67,936.98,7287.45
ELEC_ACID_0214,3.22,162.45,12.75,681.09,14296.93
ELEC_ACID_0215,3.05,61.29,16.2,626.1,7958.17
ELEC_ACID_0216,2.82,151.98,37.99,848.82,7309.12
ELEC_ACID_0217,3.28,147.8,30.87,1104.68,5304.78
ELEC_ACID_0218,2.34,104.59,18.22,1361.16,9124.34
ELEC_ACID_0219,2.68,62.8,37.91,1196.83,11890.92
ELEC_ACID_0220,2.07,160.08,28.24,1084.5,6807.13
ELEC_ACID_0221,1.52,148.11,14.3,515.82,11380.31
ELEC_ACID_0222,2.99,164.52,12.89,849.16,5461.75
ELEC_ACID_0223,1.58,190.66,21.69,550.65,6816.13
ELEC_ACID_0224,3.02,150.46,27.06,749.05,8674.45
ELEC_ACID_0225,1.63,159.4,19.81,518.11,12557.79
ELEC_ACID_0226,2.18,155.13,28.03,1451.35,5544.3
ELEC_ACID_0227,3.22,188.93,30.81,1426.75,6021.49
ELEC_ACID_0228,3.27,152.38,29.02,1312.04,9487.92
ELEC_ACID_0229,1.9,82.11,15.75,602.64,13165.16
ELEC_ACID_0230,2.31,190.59,19.82,1184.55,9870.93
ELEC_ACID_0231,2.13,78.12,15.72,511.79,5854.46
ELEC_ACID_0232,1.61,118.57,25.79,1279.31,13639.4
ELEC_ACID_0233,2.13,154.25,30.3,698.73,11103.75
ELEC_ACID_0234,3.19,140.01,13.38,924.04,11313.83
ELEC_ACID_0235,2.59,196.75,30.74,1398.71,8750.54
ELEC_ACID_0236,1.53,158.28,11.21,795.51,10985.31
ELEC_ACID_0237,3.15,149.48,39.88,1309.92,7164.62
ELEC_ACID_0238,2.63,175.24,13.28,796.36,7781.54
ELEC_ACID_0239,2.32,169.67,23.23,1440.62,10366.68
ELEC_ACID_0240,2.01,122.64,24.43,539.88,13398.82
ELEC_ACID_0241,1.97,146.38,13.32,558.53,10823.45
ELEC_ACID_0242,2.4,199.28,37.58,1136.02,6482.37
ELEC_ACID_0243,3.35,51.15,14.82,764.88,7111.07
ELEC_ACID_0244,1.76,99.82,20.53,841.52,9184.87
ELEC_ACID_0245,3.07,126.34,38.23,638.72,12429.57
ELEC_ACID_0246,3.07,196.53,15.43,655.97,10435.56
ELEC_ACID_0247,2.76,103.58,35.31,1313.7,5450.03
ELEC_ACID_0248,2.96,66.54,15.05,1363.0,8014.65
ELEC_ACID_0249,2.16,177.74,18.93,1246.16,6756.77
ELEC_ACID_0250,1.72,98.14,36.6,1426.76,7515.74
ELEC_ACID_0251,2.96,189.75,37.02,922.87,6188.23
ELEC_ACID_0252,1.69,130.94,12.25,942.85,12370.37
ELEC_ACID_0253,2.63,93.99,34.37,1363.61,12539.16
ELEC_ACID_0254,3.32,80.21,27.34,1362.64,8748.05
ELEC_ACID_0255,3.16,188.43,34.6,531.72,10788.18
ELEC_ACID_0256,2.1,159.54,15.77,505.08,7655.3
ELEC_ACID_0257,2.06,136.79,37.13,1301.49,9321.19
ELEC_ACID_0258,3.4,63.98,15.98,1460.6,8075.73
ELEC_ACID_0259,2.47,131.13,29.1,736.35,5950.71
ELEC_ACID_0260,3.2,179.51,35.93,1095.05,8305.66
ELEC_ACID_0261,2.87,175.7,14.26,1041.04,14564.96
ELEC_ACID_0262,3.0,149.4,24.28,712.15,14666.79
ELEC_ACID_0263,1.6,180.2,34.49,1031.06,8250.02
ELEC_ACID_0264,1.78,112.57,19.87,972.42,10056.08
ELEC_ACID_0265,1.63,113.65,19.93,1017.94,14873.35
ELEC_ACID_0266,2.65,65.64,39.28,706.19,8088.72
ELEC_ACID_0267,1.8,128.45,11.32,1474.39,9527.11
ELEC_ACID_0268,3.18,79.32,10.85,1172.25,5932.84
ELEC_ACID_0269,2.13,78.62,23.32,715.94,5103.66
ELEC_ACID_0270,2.87,104.69,37.91,1478.71,7492.74
ELEC_ACID_0271,3.07,169.3,24.71,1495.79,6485.29
ELEC_ACID_0272,1.68,165.85,31.06,778.62,5423.84
ELEC_ACID_0273,2.1,166.61,39.86,1354.0,10069.24
ELEC_ACID_0274,1.75,125.09,39.87,893.17,8082.81
ELEC_ACID_0275,1.99,146.07,25.31,928.16,6245.79
ELEC_ACID_0276,1.56,109.63,33.36,972.33,8320.62
ELEC_ACID_0277,2.87,132.02,27.38,908.52,14802.35
ELEC_ACID_0278,2.99,186.39,11.47,960.75,5093.41
ELEC_ACID_0279,1.89,70.42,28.35,1226.25,7983.65
ELEC_ACID_0280,1.97,79.77,24.21,582.24,14193.65
ELEC_ACID_0281,2.89,135.34,13.25,729.93,5308.43
ELEC_ACID_0282,3.42,115.57,20.1,966.45,10211.01
ELEC_ACID_0283,2.57,174.47,17.85,911.41,5867.76
ELEC_ACID_0284,2.71,131.14,11.74,1148.59,13318.96
ELEC_ACID_0285,1.53,148.06,27.65,836.98,9815.98
ELEC_ACID_0286,2.4,149.61,29.13,680.65,5101.28
ELEC_ACID_0287,2.29,87.47,35.07,1026.4,12089.66
ELEC_ACID_0288,2.45,117.93,13.44,1190.02,5515.91
ELEC_ACID_0289,1.53,171.86,38.98,1096.07,13364.69
ELEC_ACID_0290,3.46,117.81,29.45,908.59,8934.66
ELEC_ACID_0291,2.25,190.68,26.53,952.81,12623.3
ELEC_ACID_0292,1.97,75.41,33.5,883.77,7298.96
ELEC_ACID_0293,1.58,98.59,16.15,573.92,12696.78
ELEC_ACID_0294,2.52,116.14,21.07,1178.14,8007.59
ELEC_ACID_0295,1.95,55.69,22.78,756.24,12720.9
ELEC_ACID_0296,2.0,57.86,18.4,1423.4,8830.39
ELEC_ACID_0297,1.9,87.82,14.61,1076.76,9625.82
ELEC_ACID_0298,2.91,160.21,15.98,1314.06,8547.71
ELEC_ACID_0299,3.34,152.36,39.59,987.54,10878.85
ELEC_ACID_0300,3.46,179.7,27.69,1484.36,8473.31
ELEC_ACID_0301,1.68,187.83,24.59,867.48,11213.46
ELEC_ACID_0302,1.69,94.37,13.66,546.08,5990.36
ELEC_ACID_0303,2.49,190.3,15.33,725.23,11856.13
ELEC_ACID_0304,2.1,120.43,27.29,887.95,7971.16
ELEC_ACID_0305,1.5,138.65,29.06,1072.6,10526.42
ELEC_ACID_0306,2.44,192.94,26.88,916.69,13525.76
ELEC_ACID_0307,2.81,191.5,37.11,1213.33,5908.68
ELEC_ACID_0308,2.08,156.91,14.63,976.26,14459.94
ELEC_ACID_0309,2.67,138.94,14.04,1418.74,11215.66
ELEC_ACID_0310,2.5,76.88,10.45,1405.52,8313.03
ELEC_ACID_0311,3.44,161.3,30.07,529.57,10062.91
ELEC_ACID_0312,2.56,113.89,38.62,593.68,6686.19
ELEC_ACID_0313,3.26,135.56,31.45,559.37,7255.37
ELEC_ACID_0314,1.63,63.74,32.6,1239.18,5500.71
ELEC_ACID_0315,1.56,168.69,34.8,1012.02,14943.14
ELEC_ACID_0316,2.39,101.95,24.54,1372.7,12472.1
ELEC_ACID_0317,3.33,147.59,28.73,1467.42,9302.71
ELEC_ACID_0318,1.6,158.33,10.84,1192.92,12896.22
ELEC_ACID_0319,2.8,95.38,12.15,1166.08,6323.13
ELEC_ACID_0320,1.97,108.53,28.02,875.0,13138.94
ELEC_ACID_0321,3.22,85.92,34.99,847.75,12093.55
ELEC_ACID_0322,3.27,55.08,35.65,518.02,13562.59
ELEC_ACID_0323,3.37,159.66,38.79,517.0,13886.64
ELEC_ACID_0324,3.19,114.17,38.13,948.57,10703.51
ELEC_ACID_0325,3.1,150.61,31.71,648.81,12382.62
ELEC_ACID_0326,2.81,166.75,10.45,1100.04,12560.91
ELEC_ACID_0327,2.68,114.55,14.65,710.43,12931.69
ELEC_ACID_0328,2.12,76.73,12.57,854.35,12293.22
ELEC_ACID_0329,3.36,176.34,25.23,800.55,7152.13
ELEC_ACID_0330,1.85,137.28,19.76,1289.81,9258.41
ELEC_ACID_0331,1.86,77.06,14.08,509.72,12821.95
ELEC_ACID_0332,2.94,184.91,35.96,1174.2,14091.6
ELEC_ACID_0333,2.46,105.41,27.55,893.88,10107.43
ELEC_ACID_0334,2.24,66.72,29.62,1405.04,14117.81
ELEC_ACID_0335,1.78,73.64,35.77,859.87,9361.79
ELEC_ACID_0336,3.19,184.07,32.04,757.28,8186.61
ELEC_ACID_0337,1.98,120.94,34.85,908.05,9308.57
ELEC_ACID_0338,3.4,94.14,30.77,622.95,14343.26
ELEC_ACID_0339,2.09,148.88,38.32,990.17,12085.37
ELEC_ACID_0340,3.43,108.73,18.93,1168.94,13077.65
ELEC_ACID_0341,3.47,54.77,25.59,1222.35,11768.9
ELEC_ACID_0342,2.64,134.08,27.75,1220.37,7543.39
ELEC_ACID_0343,1.93,176.62,39.31,1252.19,9269.78
ELEC_ACID_0344,2.76,167.18,23.43,867.91,11497.35
ELEC_ACID_0345,2.95,56.61,37.87,1000.16,6662.59
ELEC_ACID_0346,1.58,147.83,37.61,1045.21,13174.55
ELEC_ACID_0347,3.3,69.81,36.45,556.05,6665.46
ELEC_ACID_0348,2.38,166.34,25.89,1346.15,10989.57
ELEC_ACID_0349,3.41,71.14,38.25,1153.57,10075.75
ELEC_ACID_0350,2.57,198.96,32.34,1323.1,8463.37
ELEC_ACID_0351,2.34,135.08,20.67,1046.79,11818.18
ELEC_ACID_0352,3.29,160.38,15.12,1201.81,14130.12
ELEC_ACID_0353,3.04,88.76,31.93,654.45,10604.2
ELEC_ACID_0354,3.48,165.07,25.73,773.89,6381.44
ELEC_ACID_0355,2.38,65.43,11.59,1185.38,13842.11
ELEC_ACID_0356,2.83,189.34,21.46,587.56,14879.67
ELEC_ACID_0357,1.76,189.34,19.56,746.19,11089.74
ELEC_ACID_0358,3.17,135.13,33.49,1350.17,11928.66
ELEC_ACID_0359,2.11,92.35,28.7,1462.86,11899.45
ELEC_ACID_0360,3.21,139.98,31.91,1165.67,13897.2
ELEC_ACID_0361,2.74,86.29,29.32,1154.64,12864.51
ELEC_ACID_0362,2.46,145.9,28.98,1157.62,11089.76
ELEC_ACID_0363,3.47,168.59,22.3,1284.0,11715.61
ELEC_ACID_0364,1.56,166.63,20.6,670.71,6650.15
ELEC_ACID_0365,3.25,166.18,30.92,644.98,10915.76
ELEC_ACID_0366,2.39,133.14,17.63,779.99,5191.21
ELEC_ACID_0367,2.77,184.23,39.67,1369.04,6849.45
ELEC_ACID_0368,1.61,117.81,33.24,1238.73,7678.86
ELEC_ACID_0369,2.27,91.92,19.67,1123.69,14280.23
ELEC_ACID_0370,1.66,169.75,11.46,1441.98,6686.05
ELEC_ACID_0371,1.69,190.95,11.02,1485.7,12045.07
ELEC_ACID_0372,1.7,53.98,17.13,1340.22,12487.83
ELEC_ACID_0373,2.97,199.09,20.56,1224.8,7001.88
ELEC_ACID_0374,1.93,185.92,28.21,939.68,10896.93
ELEC_ACID_0375,3.12,172.73,31.88,506.03,14716.36
ELEC_ACID_0376,2.52,66.23,22.22,1272.52,13916.39
ELEC_ACID_0377,2.7,52.87,30.13,1053.06,6581.61
ELEC_ACID_0378,2.1,116.81,30.77,867.22,14236.94
ELEC_ACID_0379,1.88,148.16,10.16,781.52,7936.16
ELEC_ACID_0380,1.82,157.34,33.14,1140.04,11804.88
ELEC_ACID_0381,2.67,82.62,33.04,771.6,5268.8
ELEC_ACID_0382,2.75,156.34,37.48,505.26,14691.25
ELEC_ACID_0383,2.48,191.45,22.45,784.04,14754.06
ELEC_ACID_0384,2.48,99.42,15.37,864.32,11197.29
ELEC_ACID_0385,1.63,96.6,14.34,1226.84,8254.83
ELEC_ACID_0386,2.5,145.38,10.56,811.47,11434.77
ELEC_ACID_0387,2.34,189.85,26.84,1232.1,7092.2
ELEC_ACID_0388,3.42,172.71,23.04,1019.39,14290.87
ELEC_ACID_0389,1.56,134.63,30.99,942.07,5538.06
ELEC_ACID_0390,2.78,99.13,10.62,700.25,12774.64
ELEC_ACID_0391,1.97,60.23,27.07,1375.53,10808.11
ELEC_ACID_0392,3.37,142.19,14.72,899.91,11973.2
ELEC_ACID_0393,3.07,100.76,24.49,894.94,9834.05
ELEC_ACID_0394,2.93,167.35,32.13,1488.63,13963.14
ELEC_ACID_0395,2.63,77.25,19.55,1322.99,6274.05
ELEC_ACID_0396,1.66,114.28,14.08,646.96,12603.2
ELEC_ACID_0397,2.59,157.2,29.56,770.94,7094.0
ELEC_ACID_0398,3.04,80.71,18.52,885.22,5125.28
ELEC_ACID_0399,2.57,97.38,33.19,599.44,14751.66
ELEC_ACID_0400,1.81,83.12,17.44,881.05,12606.45
ELEC_ACID_0401,3.29,199.16,35.13,709.72,6891.76
ELEC_ACID_0402,2.36,188.65,33.51,983.02,13263.91
ELEC_ACID_0403,1.97,105.83,30.45,1042.98,12620.01
ELEC_ACID_0404,2.7,182.69,34.32,1115.27,5741.58
ELEC_ACID_0405,2.26,148.02,21.2,1117.92,13046.5
ELEC_ACID_0406,1.89,106.31,26.5,522.81,9757.26
ELEC_ACID_0407,3.43,189.58,23.62,728.97,6447.77
ELEC_ACID_0408,2.38,151.5,29.57,1117.11,12084.46
ELEC_ACID_0409,2.39,165.07,17.97,515.56,7594.76
ELEC_ACID_0410,1.79,160.58,10.84,982.79,5625.67
ELEC_ACID_0411,2.45,97.51,30.93,1152.3,7619.84
ELEC_ACID_0412,1.72,187.4,38.41,1149.57,10165.03
ELEC_ACID_0413,1.66,99.97,39.23,1365.17,10552.56
ELEC_ACID_0414,2.55,179.18,27.88,588.33,8426.74
ELEC_ACID_0415,2.05,93.89,26.04,605.04,7399.96
