Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
CHEM_ACID_0056,2.44,135.47,15.62,122.47,18384.35
CHEM_ACID_0057,10.86,124.37,8.05,214.4,26800.16
CHEM_ACID_0058,9.19,174.76,10.63,269.32,20347.49
CHEM_ACID_0059,9.67,98.81,19.6,460.87,19589.09
CHEM_ACID_0060,9.52,54.76,17.23,200.86,18946.67
CHEM_ACID_0061,10.86,56.11,16.27,379.46,25518.85
CHEM_ACID_0062,9.55,181.48,19.09,108.39,15265.13
CHEM_ACID_0063,9.46,52.87,1.32,217.24,38075.44
CHEM_ACID_0064,2.07,108.65,7.55,487.21,27787.42
CHEM_ACID_0065,5.95,176.88,13.51,138.66,24964.88
CHEM_ACID_0066,2.55,157.94,18.09,425.3,35511.16
CHEM_ACID_0067,4.36,77.0,4.24,229.22,18168.93
CHEM_ACID_0068,7.13,118.0,10.53,430.44,28084.91
CHEM_ACID_0069,8.45,141.99,15.03,431.51,19592.02
CHEM_ACID_0070,4.51,156.98,13.99,467.71,26473.42
CHEM_ACID_0071,8.03,142.98,14.65,275.66,24983.0
CHEM_ACID_0072,4.51,180.01,4.35,336.08,31691.13
CHEM_ACID_0073,9.33,107.62,13.71,152.27,23738.39
CHEM_ACID_0074,11.7,135.06,12.26,258.0,15696.28
CHEM_ACID_0075,5.78,50.16,5.99,108.1,32548.45
CHEM_ACID_0076,9.46,148.32,18.94,177.68,29557.99
CHEM_ACID_0077,6.53,174.8,17.39,407.42,20549.88
CHEM_ACID_0078,11.69,130.1,14.22,186.55,15300.74
CHEM_ACID_0079,2.2,182.29,10.23,296.87,31425.43
CHEM_ACID_0080,2.41,81.58,10.38,296.88,27186.24
CHEM_ACID_0081,8.57,164.83,11.37,341.14,25895.82
CHEM_ACID_0082,6.4,112.88,17.89,363.64,36585.66
CHEM_ACID_0083,1.65,93.52,5.75,340.33,38300.19
CHEM_ACID_0084,11.11,61.43,9.91,292.89,34323.41
CHEM_ACID_0085,8.22,149.2,11.7,429.07,28885.47
CHEM_ACID_0086,3.53,52.46,5.69,224.17,19961.34
CHEM_ACID_0087,1.22,193.21,11.68,349.01,23760.14
CHEM_ACID_0088,3.84,190.28,14.23,330.39,34535.41
CHEM_ACID_0089,7.92,130.74,17.89,231.98,27894.6
CHEM_ACID_0090,6.24,90.26,9.74,268.47,21148.34
CHEM_ACID_0091,8.92,127.6,11.14,315.38,15091.12
CHEM_ACID_0092,9.84,54.43,14.35,482.83,31194.81
CHEM_ACID_0093,5.25,112.43,6.6,266.83,28007.99
CHEM_ACID_0094,2.63,97.18,11.42,470.91,29696.8
CHEM_ACID_0095,8.62,172.1,13.26,483.51,17483.43
CHEM_ACID_0096,2.76,194.69,18.99,484.82,22867.17
CHEM_ACID_0097,10.04,140.01,0.33,213.68,35243.3
CHEM_ACID_0098,7.62,75.61,1.88,420.8,20731.9
CHEM_ACID_0099,12.63,120.66,3.16,453.12,18063.27
CHEM_ACID_0100,2.73,94.8,1.71,130.15,33819.34
CHEM_ACID_0101,3.53,94.71,19.5,212.82,35655.78
CHEM_ACID_0102,9.8,127.72,17.57,277.02,37227.27
CHEM_ACID_0103,1.86,96.6,1.63,279.26,21275.37
CHEM_ACID_0104,2.76,81.55,12.74,101.6,38208.96
CHEM_ACID_0105,8.39,191.29,9.77,168.74,28863.48
CHEM_ACID_0106,12.94,97.18,16.13,113.77,30914.88
CHEM_ACID_0107,9.7,73.14,12.04,444.88,28399.93
CHEM_ACID_0108,3.55,178.9,8.79,302.39,19217.25
CHEM_ACID_0109,2.72,85.39,16.41,470.53,36990.12
CHEM_ACID_0110,12.27,55.4,0.45,489.42,36967.06
CHEM_ACID_0111,6.55,70.24,12.29,114.0,27754.27
CHEM_ACID_0112,2.91,106.63,18.83,431.8,15788.0
CHEM_ACID_0113,2.25,123.42,3.69,176.32,30694.04
CHEM_ACID_0114,12.02,119.05,6.43,277.13,27903.68
CHEM_ACID_0115,2.57,122.25,12.86,344.05,34804.86
CHEM_ACID_0116,7.13,75.61,1.12,472.87,20922.25
CHEM_ACID_0117,4.48,55.2,16.94,331.83,23806.81
CHEM_ACID_0118,4.56,87.62,7.42,180.6,24079.35
CHEM_ACID_0119,11.55,74.72,10.42,409.68,37773.23
CHEM_ACID_0120,5.16,169.73,13.51,133.69,31743.64
CHEM_ACID_0121,7.93,63.18,8.35,342.11,24454.84
CHEM_ACID_0122,10.76,102.3,0.02,147.71,29266.37
CHEM_ACID_0123,3.12,89.44,2.82,426.69,36399.16
CHEM_ACID_0124,6.08,156.98,12.94,417.5,25545.86
CHEM_ACID_0125,2.73,50.79,19.05,410.17,28454.3
CHEM_ACID_0126,12.83,128.94,8.81,197.86,16309.0
CHEM_ACID_0127,4.98,189.18,16.63,151.98,15627.54
CHEM_ACID_0128,11.52,112.8,1.2,373.98,15102.04
CHEM_ACID_0129,7.59,124.32,4.55,186.42,25371.68
CHEM_ACID_0130,12.67,195.71,8.56,228.41,38340.12
CHEM_ACID_0131,2.76,54.44,5.9,129.12,29045.46
CHEM_ACID_0132,8.98,182.93,14.45,183.73,38147.21
CHEM_ACID_0133,10.22,55.38,12.71,442.39,35150.64
CHEM_ACID_0134,6.87,54.03,19.64,284.09,17522.3
CHEM_ACID_0135,6.74,73.08,3.62,171.53,36688.0
CHEM_ACID_0136,4.84,120.78,13.58,184.61,34226.56
CHEM_ACID_0137,11.68,133.71,6.43,284.94,17487.12
CHEM_ACID_0138,7.43,154.18,19.04,336.17,27641.13
CHEM_ACID_0139,9.74,110.16,13.58,449.33,22207.63
CHEM_ACID_0140,6.51,122.06,12.81,451.47,32352.68
CHEM_ACID_0141,6.01,106.95,3.32,484.26,33644.59
CHEM_ACID_0142,8.34,120.34,13.28,144.33,33591.0
CHEM_ACID_0143,2.57,173.99,15.84,476.2,33350.56
CHEM_ACID_0144,2.89,176.07,1.89,334.4,25991.76
CHEM_ACID_0145,2.27,94.69,1.42,352.64,34546.41
CHEM_ACID_0146,1.82,125.31,10.82,335.81,23755.39
CHEM_ACID_0147,10.71,161.57,0.81,231.24,38832.95
CHEM_ACID_0148,9.97,75.75,11.43,416.96,25207.62
CHEM_ACID_0149,8.59,150.16,12.47,399.15,34623.01
CHEM_ACID_0150,10.36,180.02,2.0,444.37,20311.59
CHEM_ACID_0151,4.26,137.89,11.28,114.57,35022.62
CHEM_ACID_0152,12.25,60.89,13.57,327.9,17279.09
CHEM_ACID_0153,11.41,198.19,8.31,207.26,38478.93
CHEM_ACID_0154,9.95,75.62,12.3,454.75,35459.53
CHEM_ACID_0155,3.88,64.59,1.84,349.9,24182.3
CHEM_ACID_0156,10.25,142.55,19.24,228.59,31608.96
CHEM_ACID_0157,2.8,170.91,0.84,259.77,32504.13
CHEM_ACID_0158,4.42,195.98,17.77,345.4,19240.82
CHEM_ACID_0159,10.24,114.09,0.28,355.23,34507.26
CHEM_ACID_0160,9.12,198.11,9.33,199.07,34594.58
CHEM_ACID_0161,3.8,108.65,5.43,335.57,15426.94
CHEM_ACID_0162,9.49,185.93,15.06,201.12,20935.85
CHEM_ACID_0163,1.04,127.86,5.01,103.9,39950.35
CHEM_ACID_0164,2.06,144.21,5.65,384.77,33448.22
CHEM_ACID_0165,8.69,154.7,13.43,291.44,22122.25
CHEM_ACID_0166,1.45,125.09,6.38,255.52,25673.55
CHEM_ACID_0167,6.01,135.23,6.83,382.82,29360.47
CHEM_ACID_0168,6.99,50.51,18.18,330.77,18569.84
CHEM_ACID_0169,11.12,135.2,17.02,313.75,29059.81
CHEM_ACID_0170,10.49,150.47,8.46,383.4,29339.42
CHEM_ACID_0171,8.89,109.31,8.69,148.35,30545.09
CHEM_ACID_0172,7.53,90.9,8.79,194.27,25161.23
CHEM_ACID_0173,2.01,137.18,0.86,216.73,28593.75
CHEM_ACID_0174,5.64,148.17,19.93,331.99,35086.43
CHEM_ACID_0175,1.7,192.15,0.09,385.37,22163.22
CHEM_ACID_0176,4.62,117.62,18.95,465.34,30832.13
CHEM_ACID_0177,6.37,95.49,19.93,321.68,24938.19
CHEM_ACID_0178,7.51,192.08,10.74,151.12,20866.98
CHEM_ACID_0179,4.95,133.27,2.1,119.04,17622.83
CHEM_ACID_0180,2.94,148.93,0.43,338.58,19645.88
CHEM_ACID_0181,3.81,130.1,0.53,332.9,29423.36
CHEM_ACID_0182,7.16,95.92,12.08,335.82,36764.04
CHEM_ACID_0183,1.0,78.04,10.15,270.95,26362.31
CHEM_ACID_0184,3.82,139.03,18.56,378.75,26573.05
CHEM_ACID_0185,5.18,65.3,17.96,136.67,15140.3
CHEM_ACID_0186,1.73,95.61,12.42,171.03,29310.15
CHEM_ACID_0187,6.97,135.72,19.29,333.51,30867.62
CHEM_ACID_0188,3.75,108.49,5.31,305.73,17942.63
CHEM_ACID_0189,2.29,78.55,12.52,334.57,19228.98
CHEM_ACID_0190,12.88,148.18,8.13,349.09,33693.82
CHEM_ACID_0191,5.46,149.75,10.65,494.27,30925.0
CHEM_ACID_0192,3.91,89.05,4.64,245.53,27519.98
CHEM_ACID_0193,8.33,82.99,3.92,460.61,30485.16
CHEM_ACID_0194,3.2,135.47,17.01,233.75,29682.47
CHEM_ACID_0195,12.0,102.47,13.51,304.77,25523.63
CHEM_ACID_0196,7.24,190.75,19.03,498.98,33779.85
CHEM_ACID_0197,2.92,129.56,12.39,189.85,19951.9
CHEM_ACID_0198,12.98,142.03,15.07,285.09,34257.69
CHEM_ACID_0199,2.27,114.78,2.52,498.92,35563.42
CHEM_ACID_0200,7.54,57.25,19.36,425.28,32781.0
CHEM_ACID_0201,1.65,186.12,10.93,344.74,24907.91
CHEM_ACID_0202,12.81,180.55,2.46,222.99,37256.86
CHEM_ACID_0203,5.59,152.37,2.77,273.32,22886.38
CHEM_ACID_0204,1.87,136.92,14.8,245.94,23286.52
CHEM_ACID_0205,1.92,183.23,1.92,186.89,20794.03
CHEM_ACID_0206,10.23,197.35,18.79,426.65,19304.86
CHEM_ACID_0207,1.03,55.06,0.14,140.57,21583.26
CHEM_ACID_0208,7.0,81.32,8.37,142.85,36874.3
CHEM_ACID_0209,2.72,120.05,3.21,131.55,29525.95
CHEM_ACID_0210,11.29,159.66,15.78,106.7,16935.93
CHEM_ACID_0211,8.5,88.24,4.19,427.68,35894.19
CHEM_ACID_0212,8.26,84.39,4.04,172.68,21006.53
CHEM_ACID_0213,5.13,187.61,0.2,411.86,35525.87
CHEM_ACID_0214,10.07,136.69,5.74,428.71,18083.33
CHEM_ACID_0215,9.3,161.83,0.6,111.3,22673.91
CHEM_ACID_0216,5.38,54.07,16.51,273.7,32273.69
CHEM_ACID_0217,3.49,81.99,5.52,398.02,18646.47
CHEM_ACID_0218,12.07,162.51,0.62,419.33,22302.33
CHEM_ACID_0219,7.28,159.23,7.65,185.19,37583.83
CHEM_ACID_0220,8.51,124.69,14.19,401.55,35724.04
CHEM_ACID_0221,4.82,57.7,10.12,192.2,15862.99
CHEM_ACID_0222,2.41,168.21,14.5,406.8,35518.15
CHEM_ACID_0223,1.09,52.37,15.77,269.07,20762.22
CHEM_ACID_0224,12.86,93.21,18.84,115.83,17863.6
CHEM_ACID_0225,7.32,110.03,12.54,477.78,22684.76
CHEM_ACID_0226,12.34,92.93,14.0,144.65,39016.51
CHEM_ACID_0227,10.74,178.26,18.74,156.83,21218.0
CHEM_ACID_0228,8.46,143.28,15.03,480.87,37559.12
CHEM_ACID_0229,4.47,130.59,6.26,416.43,22089.45
CHEM_ACID_0230,12.0,69.76,14.5,431.03,37482.87
CHEM_ACID_0231,3.58,81.17,19.79,234.12,17739.23
CHEM_ACID_0232,9.76,94.27,18.66,482.21,34067.63
CHEM_ACID_0233,5.92,170.39,11.63,385.15,39916.51
CHEM_ACID_0234,1.08,162.95,14.45,183.81,21772.48
CHEM_ACID_0235,3.52,173.38,1.58,333.55,15957.69
CHEM_ACID_0236,12.5,134.89,3.25,210.44,22254.09
CHEM_ACID_0237,12.52,135.39,6.37,196.94,19785.65
CHEM_ACID_0238,4.16,142.42,12.26,278.81,24732.18
CHEM_ACID_0239,8.01,62.8,15.28,348.68,22156.0
CHEM_ACID_0240,7.72,70.1,19.53,368.27,37667.23
CHEM_ACID_0241,11.05,72.13,4.23,367.05,18521.89
CHEM_ACID_0242,7.52,50.27,19.49,264.9,18185.26
CHEM_ACID_0243,2.09,169.47,6.62,454.2,18941.31
CHEM_ACID_0244,5.89,162.18,4.39,340.09,18388.04
CHEM_ACID_0245,1.27,144.25,18.63,124.64,20517.43
CHEM_ACID_0246,2.45,135.91,8.57,225.97,25013.16
CHEM_ACID_0247,8.17,180.09,4.25,137.59,24555.68
CHEM_ACID_0248,9.11,191.45,7.68,125.74,15973.64
CHEM_ACID_0249,5.69,198.24,17.05,152.42,19784.08
CHEM_ACID_0250,12.4,155.53,6.72,474.09,16949.67
CHEM_ACID_0251,11.06,55.04,6.55,191.63,30986.64
CHEM_ACID_0252,9.85,118.34,11.26,380.85,36083.48
CHEM_ACID_0253,2.08,122.7,4.71,338.87,33289.86
CHEM_ACID_0254,2.69,59.32,7.87,343.98,15135.7
CHEM_ACID_0255,10.68,173.44,5.11,425.9,15991.0
CHEM_ACID_0256,9.86,189.02,13.15,342.33,17344.32
CHEM_ACID_0257,7.84,95.0,3.98,320.23,15315.55
CHEM_ACID_0258,3.61,161.81,2.44,487.39,19913.32
CHEM_ACID_0259,7.45,120.57,5.32,270.61,25324.17
CHEM_ACID_0260,2.58,124.62,9.68,288.27,35914.21
CHEM_ACID_0261,5.69,52.01,15.48,309.24,21432.86
CHEM_ACID_0262,5.38,78.54,5.35,493.39,26234.01
CHEM_ACID_0263,3.9,129.8,7.61,418.51,32266.42
CHEM_ACID_0264,5.42,80.82,8.05,448.52,19559.29
CHEM_ACID_0265,10.93,141.41,16.16,221.6,33232.66
CHEM_ACID_0266,1.44,115.68,18.62,429.6,36230.6
CHEM_ACID_0267,10.89,140.37,0.9,236.17,31380.49
CHEM_ACID_0268,12.88,120.47,10.98,172.56,28743.22
CHEM_ACID_0269,7.97,158.54,5.74,211.18,27102.43
CHEM_ACID_0270,10.08,97.4,17.93,465.46,27370.13
CHEM_ACID_0271,4.66,77.24,2.76,491.77,39518.08
CHEM_ACID_0272,10.82,144.81,2.23,362.78,35800.99
CHEM_ACID_0273,11.94,156.28,9.39,280.65,22110.08
CHEM_ACID_0274,1.05,173.21,10.71,394.27,18718.06
CHEM_ACID_0275,11.87,83.9,12.47,405.35,36492.07
CHEM_ACID_0276,9.11,110.76,15.58,104.31,34095.44
CHEM_ACID_0277,12.43,161.58,3.33,438.69,25912.02
CHEM_ACID_0278,12.7,146.6,18.53,388.21,26829.68
CHEM_ACID_0279,1.72,169.63,5.76,316.65,28986.87
CHEM_ACID_0280,6.7,52.37,3.12,336.37,32074.3
CHEM_ACID_0281,4.12,140.88,5.89,420.64,31881.23
CHEM_ACID_0282,8.82,157.56,16.51,438.64,31508.9
CHEM_ACID_0283,3.24,87.44,12.03,266.04,28068.59
CHEM_ACID_0284,2.05,90.75,0.11,292.06,37638.0
CHEM_ACID_0285,3.24,156.72,15.89,338.0,37651.21
CHEM_ACID_0286,2.7,100.3,6.87,456.42,38681.49
CHEM_ACID_0287,5.23,50.31,17.66,423.53,19890.3
CHEM_ACID_0288,7.91,154.93,3.19,256.2,27518.15
CHEM_ACID_0289,4.01,152.75,15.45,129.35,21559.53
CHEM_ACID_0290,11.2,133.65,6.8,380.16,27996.84
CHEM_ACID_0291,4.2,56.02,16.36,109.18,17549.64
CHEM_ACID_0292,12.0,105.24,12.09,174.72,33395.8
CHEM_ACID_0293,7.28,149.7,4.64,381.11,22403.91
CHEM_ACID_0294,3.92,122.33,4.18,427.14,31731.13
CHEM_ACID_0295,8.91,120.37,6.13,211.01,33970.67
CHEM_ACID_0296,1.4,53.71,0.0,262.97,25948.98
CHEM_ACID_0297,2.08,101.34,17.24,418.12,23329.79
CHEM_ACID_0298,7.4,55.63,4.91,289.37,34581.04
CHEM_ACID_0299,1.69,167.9,8.98,342.24,26963.3
CHEM_ACID_0300,9.62,98.05,1.48,227.7,34673.11
CHEM_ACID_0301,12.17,146.55,19.82,204.21,30098.23
CHEM_ACID_0302,5.48,151.93,11.98,472.02,18834.83
CHEM_ACID_0303,6.67,161.49,14.69,131.52,39961.12
CHEM_ACID_0304,9.0,199.49,1.63,122.04,17042.68
CHEM_ACID_0305,1.94,54.21,7.67,161.58,36479.19
CHEM_ACID_0306,12.71,136.13,5.81,420.71,18581.3
CHEM_ACID_0307,3.64,141.58,18.08,276.72,22043.55
CHEM_ACID_0308,8.34,129.65,0.67,338.49,23747.33
CHEM_ACID_0309,5.75,154.65,8.72,152.1,27320.79
CHEM_ACID_0310,6.95,121.59,9.39,495.68,35959.17
CHEM_ACID_0311,7.39,72.48,7.54,347.28,26066.15
CHEM_ACID_0312,10.43,87.29,18.73,162.15,16008.02
CHEM_ACID_0313,4.58,51.92,12.15,348.19,29272.86
CHEM_ACID_0314,11.03,91.2,15.28,149.5,36784.72
CHEM_ACID_0315,8.36,138.16,13.34,485.96,25862.32
CHEM_ACID_0316,10.66,119.32,5.19,369.0,19542.42
CHEM_ACID_0317,2.77,129.34,14.63,230.3,24419.01
CHEM_ACID_0318,1.89,86.01,6.49,282.0,35880.34
CHEM_ACID_0319,1.27,93.79,17.14,155.2,35196.31
CHEM_ACID_0320,9.97,176.64,19.85,322.9,22933.91
CHEM_ACID_0321,5.79,188.89,19.97,479.49,32710.14
CHEM_ACID_0322,12.79,134.31,11.37,217.18,37539.21
CHEM_ACID_0323,6.33,62.54,6.13,360.47,21171.39
CHEM_ACID_0324,12.79,54.48,0.95,187.03,30329.16
CHEM_ACID_0325,8.8,191.54,16.79,171.33,35476.52
CHEM_ACID_0326,4.27,50.23,6.82,277.33,28670.98
CHEM_ACID_0327,9.29,68.9,10.26,473.34,35305.85
CHEM_ACID_0328,9.08,73.71,2.17,447.28,18926.69
CHEM_ACID_0329,1.52,168.2,4.9,403.18,29513.63
CHEM_ACID_0330,6.99,51.45,11.89,356.84,33347.04
CHEM_ACID_0331,11.67,169.4,4.83,469.78,24733.88
CHEM_ACID_0332,5.63,136.52,9.33,321.83,39197.33
CHEM_ACID_0333,5.32,156.07,1.73,461.77,28134.75
CHEM_ACID_0334,11.93,133.78,9.89,432.66,27008.42
CHEM_ACID_0335,11.79,67.13,5.95,311.02,18177.14
CHEM_ACID_0336,9.95,97.98,4.1,352.05,34800.9
CHEM_ACID_0337,12.95,140.76,8.06,474.18,15352.67
CHEM_ACID_0338,1.46,179.68,5.94,185.11,29752.18
CHEM_ACID_0339,3.63,156.61,1.22,442.68,15566.77
CHEM_ACID_0340,7.07,142.14,2.96,297.94,17987.7
CHEM_ACID_0341,7.18,94.4,12.54,231.32,24658.78
CHEM_ACID_0342,1.32,181.06,11.26,115.74,29835.14
CHEM_ACID_0343,11.49,117.28,12.92,110.81,20462.72
CHEM_ACID_0344,2.95,159.87,16.22,477.96,36025.8
CHEM_ACID_0345,1.91,193.13,0.37,475.6,23583.09
CHEM_ACID_0346,11.0,105.14,13.59,233.47,28108.4
CHEM_ACID_0347,8.93,190.01,2.96,182.71,29424.21
CHEM_ACID_0348,10.97,130.1,5.8,325.08,22897.51
CHEM_ACID_0349,6.66,105.87,0.96,201.56,36944.38
CHEM_ACID_0350,11.24,56.79,14.75,361.77,15144.16
CHEM_ACID_0351,4.69,189.42,14.42,376.1,20885.12
CHEM_ACID_0352,8.66,123.36,6.23,243.32,24271.83
CHEM_ACID_0353,11.09,95.21,19.01,269.87,15087.25
CHEM_ACID_0354,3.61,126.03,7.69,373.43,19634.1
CHEM_ACID_0355,9.25,79.1,7.6,366.81,23547.82
CHEM_ACID_0356,7.67,169.75,2.83,272.78,33484.22
CHEM_ACID_0357,9.17,135.51,6.74,329.94,35308.79
CHEM_ACID_0358,10.48,133.45,11.91,238.61,26874.2
CHEM_ACID_0359,11.52,154.56,14.75,240.56,24986.33
CHEM_ACID_0360,11.25,182.31,19.62,185.03,27641.47
CHEM_ACID_0361,10.92,56.14,5.7,334.44,21991.74
CHEM_ACID_0362,5.73,62.62,16.51,415.64,33618.33
CHEM_ACID_0363,6.23,64.49,14.75,171.95,21328.25
CHEM_ACID_0364,4.04,124.25,17.44,480.67,30642.29
CHEM_ACID_0365,9.48,68.71,16.99,479.29,18279.32
CHEM_ACID_0366,11.49,100.12,6.72,137.43,33669.42
CHEM_ACID_0367,3.82,79.51,0.29,185.03,33497.26
CHEM_ACID_0368,2.18,127.27,9.44,219.25,33874.18
CHEM_ACID_0369,1.11,175.54,16.19,107.26,30064.8
CHEM_ACID_0370,4.23,50.35,9.55,333.49,30155.33
CHEM_ACID_0371,9.7,185.03,4.02,287.19,35749.26
CHEM_ACID_0372,8.05,87.84,15.1,335.84,19733.23
CHEM_ACID_0373,8.39,131.76,4.66,155.23,23961.51
CHEM_ACID_0374,5.44,99.62,9.64,479.87,26937.97
CHEM_ACID_0375,7.03,158.13,4.91,471.76,28770.0
CHEM_ACID_0376,8.5,186.36,17.23,466.28,34238.43
CHEM_ACID_0377,4.36,112.1,5.07,392.46,31838.59
CHEM_ACID_0378,9.99,134.51,2.46,417.93,20177.27
CHEM_ACID_0379,4.75,76.7,14.3,323.41,24321.63
CHEM_ACID_0380,13.0,99.22,7.75,273.41,24671.86
CHEM_ACID_0381,2.3,91.11,15.61,272.24,18623.68
CHEM_ACID_0382,7.21,86.54,3.38,475.2,15128.19
CHEM_ACID_0383,11.51,175.84,15.9,221.72,35864.39
CHEM_ACID_0384,12.89,156.8,10.97,408.05,28834.87
CHEM_ACID_0385,11.34,120.21,2.13,388.2,38532.13
CHEM_ACID_0386,7.99,97.01,7.59,429.09,28952.21
CHEM_ACID_0387,10.35,118.35,6.35,416.62,30338.59
CHEM_ACID_0388,6.34,51.89,9.76,259.82,22083.96
CHEM_ACID_0389,3.11,103.27,14.07,179.97,31574.74
CHEM_ACID_0390,11.61,59.97,17.81,197.96,33362.75
CHEM_ACID_0391,8.21,167.25,9.9,291.13,36713.93
CHEM_ACID_0392,5.24,123.22,7.16,195.88,18555.23
CHEM_ACID_0393,7.77,165.3,5.72,201.6,27398.5
CHEM_ACID_0394,11.93,184.12,6.7,270.65,19683.01
CHEM_ACID_0395,7.78,73.79,15.66,231.4,20625.7
CHEM_ACID_0396,11.14,175.73,19.21,396.65,18323.68
CHEM_ACID_0397,12.45,122.9,12.79,469.26,36809.98
CHEM_ACID_0398,9.64,124.89,0.64,230.51,16187.09
CHEM_ACID_0399,4.76,146.29,11.3,462.05,37754.26
CHEM_ACID_0400,6.49,94.51,8.16,395.5,23157.62
CHEM_ACID_0401,6.25,171.1,12.02,335.12,29026.5
CHEM_ACID_0402,8.41,65.59,16.76,480.17,23766.66
CHEM_ACID_0403,9.26,117.25,9.52,468.51,16662.41
CHEM_ACID_0404,10.78,115.72,12.12,494.58,27019.51
CHEM_ACID_0405,6.24,184.69,5.27,499.51,28833.72
CHEM_ACID_0406,7.99,83.75,4.22,311.18,30574.6
CHEM_ACID_0407,1.94,114.67,7.49,292.43,16961.93
CHEM_ACID_0408,10.21,179.68,10.33,442.38,26713.08
CHEM_ACID_0409,7.31,194.41,18.97,453.79,36672.45
CHEM_ACID_0410,3.81,74.75,2.26,215.52,28467.32
CHEM_ACID_0411,8.7,90.59,11.38,373.76,34607.74
CHEM_ACID_0412,8.8,55.99,19.8,408.79,27995.39
CHEM_ACID_0413,1.01,139.15,1.52,288.12,19491.89
CHEM_ACID_0414,4.02,129.6,2.84,424.04,32206.41
CHEM_ACID_0415,3.44,96.47,2.41,126.02,20019.63
CHEM_ACID_0416,10.5,179.53,9.34,493.75,21808.67
CHEM_ACID_0417,9.33,112.93,12.11,416.35,39886.0
CHEM_ACID_0418,10.62,78.12,9.99,427.13,32537.03
CHEM_ACID_0419,8.03,149.18,7.42,249.04,33833.1
CHEM_ACID_0420,1.54,115.09,9.39,145.13,27275.12
CHEM_ACID_0421,10.73,160.84,1.71,165.63,26076.29
